x,R,Tg w/CO3,Tg CO3 free,,,,,,Sodium Borate Experimental Values,,,,,
0.624201428,1.661,601.3392777,603.9731487,,,,,,,,,,,
0.6243426,1.662,601.227096,603.8703384,,,,,,,,,,,
0.624483665,1.663,601.1149493,603.7675662,,,,,,,,,,,
0.624624625,1.664,601.0028375,603.664832,,,,,,,,,,,
0.624765478,1.665,600.8907606,603.5621359,,,,,,,,,,,
0.624906227,1.666,600.7787187,603.4594777,,,,,,,,,,,
0.625046869,1.667,600.6667119,603.3568574,,,,,,,,,,,
0.625187406,1.668,600.5547402,603.2542752,,,,,,,,,,,
0.625327838,1.669,600.4428036,603.1517308,,,,,,,,,,,
0.625468165,1.67,600.3309022,603.0492243,,,,,,,,,,,
0.625608386,1.671,600.219036,602.9467558,,,,,,,,,,,
0.625748503,1.672,600.1072051,602.8443251,,,,,,,,,,,
0.625888515,1.673,599.9954094,602.7419322,,,,,,,,,,,
0.626028422,1.674,599.8836491,602.6395771,,,,,,,,,,,
0.626168224,1.675,599.7719242,602.5372599,,,,,,,,,,,
0.626307922,1.676,599.6602347,602.4349804,,,,,,,,,,,
0.626447516,1.677,599.5485806,602.3327387,,,,,,,,,,,
0.626587005,1.678,599.4369621,602.2305347,,,,,,,,,,,
0.62672639,1.679,599.325379,602.1283684,,,,,,,,,,,
0.626865672,1.68,599.2138316,602.0262398,,,,,,,,,,,
0.627004849,1.681,599.1023198,601.9241489,,,,,,,,,,,
0.627143922,1.682,598.9908437,601.8220956,,,,,,,,,,,
0.627282892,1.683,598.8794032,601.72008,,,,,,,,,,,
0.627421759,1.684,598.7679985,601.618102,,,,,,,,,,,
0.627560521,1.685,598.6566296,601.5161615,,,,,,,,,,,
0.627699181,1.686,598.5452965,601.4142587,,,,,,,,,,,
0.627837737,1.687,598.4339993,601.3123933,,,,,,,,,,,
0.62797619,1.688,598.322738,601.2105655,,,,,,,,,,,
0.628114541,1.689,598.2115126,601.1087753,,,,,,,,,,,
0.628252788,1.69,598.1003232,601.0070224,,,,,,,,,,,
0.628390933,1.691,597.9891698,600.9053071,,,,,,,,,,,
0.628528975,1.692,597.8780525,600.8036292,,,,,,,,,,,
0.628666914,1.693,597.7669713,600.7019887,,,,,,,,,,,
0.628804751,1.694,597.6559263,600.6003857,,,,,,,,,,,
0.628942486,1.695,597.5449174,600.49882,,,,,,,,,,,
0.629080119,1.696,597.4339448,600.3972917,,,,,,,,,,,
0.629217649,1.697,597.3230084,600.2958007,,,,,,,,,,,
0.629355078,1.698,597.2121084,600.194347,,,,,,,,,,,
0.629492405,1.699,597.1012447,600.0929306,,,,,,,,,,,
0.62962963,1.7,596.9904173,599.9915515,,,,,,,,,,,
0.629766753,1.701,596.8796264,599.8902097,,,,,,,,,,,
0.629903775,1.702,596.768872,599.7889051,,,,,,,,,,,
0.630040696,1.703,596.658154,599.6876377,,,,,,,,,,,
0.630177515,1.704,596.5474726,599.5864076,,,,,,,,,,,
0.630314233,1.705,596.4368278,599.4852146,,,,,,,,,,,
0.63045085,1.706,596.3262196,599.3840587,,,,,,,,,,,
0.630587366,1.707,596.2156481,599.28294,,,,,,,,,,,
0.630723781,1.708,596.1051133,599.1818584,,,,,,,,,,,
0.630860096,1.709,595.9946152,599.0808139,,,,,,,,,,,
0.63099631,1.71,595.8841539,598.9798065,,,,,,,,,,,
0.631132423,1.711,595.7737294,598.8788361,,,,,,,,,,,
0.631268437,1.712,595.6633417,598.7779027,,,,,,,,,,,
0.631404349,1.713,595.552991,598.6770064,,,,,,,,,,,
0.631540162,1.714,595.4426772,598.5761471,,,,,,,,,,,
0.631675875,1.715,595.3324003,598.4753247,,,,,,,,,,,
0.631811487,1.716,595.2221605,598.3745393,,,,,,,,,,,
0.631947,1.717,595.1119578,598.2737908,,,,,,,,,,,
0.632082414,1.718,595.0017921,598.1730792,,,,,,,,,,,
0.632217727,1.719,594.8916635,598.0724046,,,,,,,,,,,
0.632352941,1.72,594.7815721,597.9717667,,,,,,,,,,,
0.632488056,1.721,594.671518,597.8711658,,,,,,,,,,,
0.632623071,1.722,594.561501,597.7706017,,,,,,,,,,,
0.632757988,1.723,594.4515214,597.6700743,,,,,,,,,,,
0.632892805,1.724,594.3415791,597.5695838,,,,,,,,,,,
0.633027523,1.725,594.2316741,597.46913,,,,,,,,,,,
0.633162142,1.726,594.1218065,597.368713,,,,,,,,,,,
0.633296663,1.727,594.0119764,597.2683327,,,,,,,,,,,
0.633431085,1.728,593.9021838,597.1679892,,,,,,,,,,,
0.633565409,1.729,593.7924286,597.0676823,,,,,,,,,,,
0.633699634,1.73,593.682711,596.9674121,,,,,,,,,,,
0.633833761,1.731,593.573031,596.8671785,,,,,,,,,,,
0.633967789,1.732,593.4633887,596.7669815,,,,,,,,,,,
0.63410172,1.733,593.353784,596.6668212,,,,,,,,,,,
0.634235552,1.734,593.244217,596.5666975,,,,,,,,,,,
0.634369287,1.735,593.1346877,596.4666103,,,,,,,,,,,
0.634502924,1.736,593.0251962,596.3665597,,,,,,,,,,,
0.634636463,1.737,592.9157426,596.2665456,,,,,,,,,,,
0.634769905,1.738,592.8063268,596.166568,,,,,,,,,,,
0.634903249,1.739,592.6969489,596.0666269,,,,,,,,,,,
0.635036496,1.74,592.5876089,595.9667222,,,,,,,,,,,
0.635169646,1.741,592.4783069,595.8668541,,,,,,,,,,,
0.635302699,1.742,592.3690429,595.7670223,,,,,,,,,,,
0.635435654,1.743,592.2598169,595.6672269,,,,,,,,,,,
0.635568513,1.744,592.150629,595.567468,,,,,,,,,,,
0.635701275,1.745,592.0414792,595.4677454,,,,,,,,,,,
0.63583394,1.746,591.9323676,595.3680592,,,,,,,,,,,
0.635966509,1.747,591.8232942,595.2684092,,,,,,,,,,,
0.636098981,1.748,591.714259,595.1687956,,,,,,,,,,,
0.636231357,1.749,591.6052621,595.0692183,,,,,,,,,,,
0.636363636,1.75,591.4963035,594.9696773,,,,,,,,,,,
0.63649582,1.751,591.3873832,594.8701725,,,,,,,,,,,
0.636627907,1.752,591.2785013,594.7707039,,,,,,,,,,,
0.636759898,1.753,591.1696579,594.6712715,,,,,,,,,,,
0.636891794,1.754,591.0608528,594.5718754,,,,,,,,,,,
0.637023593,1.755,590.9520863,594.4725154,,,,,,,,,,,
0.637155298,1.756,590.8433583,594.3731915,,,,,,,,,,,
0.637286906,1.757,590.7346689,594.2739038,,,,,,,,,,,
0.637418419,1.758,590.626018,594.1746522,,,,,,,,,,,
0.637549837,1.759,590.5174058,594.0754367,,,,,,,,,,,
0.637681159,1.76,590.4088323,593.9762573,,,,,,,,,,,
0.637812387,1.761,590.3002975,593.8771139,,,,,,,,,,,
0.637943519,1.762,590.1918014,593.7780065,,,,,,,,,,,
0.638074557,1.763,590.0833441,593.6789352,,,,,,,,,,,
0.638205499,1.764,589.9749256,593.5798998,,,,,,,,,,,
0.638336347,1.765,589.866546,593.4809004,,,,,,,,,,,
0.638467101,1.766,589.7582053,593.381937,,,,,,,,,,,
0.638597759,1.767,589.6499035,593.2830095,,,,,,,,,,,
0.638728324,1.768,589.5416406,593.184118,,,,,,,,,,,
0.638858794,1.769,589.4334168,593.0852623,,,,,,,,,,,
0.63898917,1.77,589.325232,592.9864425,,,,,,,,,,,
0.639119451,1.771,589.2170863,592.8876585,,,,,,,,,,,
0.639249639,1.772,589.1089797,592.7889104,,,,,,,,,,,
0.639379733,1.773,589.0009122,592.6901981,,,,,,,,,,,
0.639509733,1.774,588.8928839,592.5915216,,,,,,,,,,,
0.63963964,1.775,588.7848949,592.4928809,,,,,,,,,,,
0.639769452,1.776,588.6769451,592.394276,,,,,,,,,,,
0.639899172,1.777,588.5690345,592.2957068,,,,,,,,,,,
0.640028798,1.778,588.4611633,592.1971733,,,,,,,,,,,
0.64015833,1.779,588.3533315,592.0986755,,,,,,,,,,,
0.64028777,1.78,588.245539,592.0002134,,,,,,,,,,,
0.640417116,1.781,588.137786,591.9017869,,,,,,,,,,,
0.64054637,1.782,588.0300725,591.8033961,,,,,,,,,,,
0.64067553,1.783,587.9223985,591.7050409,,,,,,,,,,,
0.640804598,1.784,587.8147639,591.6067213,,,,,,,,,,,
0.640933573,1.785,587.707169,591.5084373,,,,,,,,,,,
0.641062455,1.786,587.5996137,591.4101889,,,,,,,,,,,
0.641191245,1.787,587.492098,591.311976,,,,,,,,,,,
0.641319943,1.788,587.384622,591.2137986,,,,,,,,,,,
0.641448548,1.789,587.2771857,591.1156568,,,,,,,,,,,
0.641577061,1.79,587.1697892,591.0175504,,,,,,,,,,,
0.641705482,1.791,587.0624325,590.9194795,,,,,,,,,,,
0.641833811,1.792,586.9551155,590.8214441,,,,,,,,,,,
0.641962048,1.793,586.8478385,590.7234441,,,,,,,,,,,
0.642090193,1.794,586.7406013,590.6254795,,,,,,,,,,,
0.642218247,1.795,586.633404,590.5275502,,,,,,,,,,,
0.642346209,1.796,586.5262467,590.4296564,,,,,,,,,,,
0.642474079,1.797,586.4191294,590.3317979,,,,,,,,,,,
0.642601858,1.798,586.3120522,590.2339748,,,,,,,,,,,
0.642729546,1.799,586.205015,590.1361869,,,,,,,,,,,
0.642857143,1.8,586.0980178,590.0384344,,,,,,,,,,,
0.642984648,1.801,585.9910609,589.9407171,,,,,,,,,,,
0.643112063,1.802,585.8841441,589.8430351,,,,,,,,,,,
0.643239386,1.803,585.7772674,589.7453883,,,,,,,,,,,
0.643366619,1.804,585.6704311,589.6477768,,,,,,,,,,,
0.643493761,1.805,585.563635,589.5502004,,,,,,,,,,,
0.643620813,1.806,585.4568792,589.4526593,,,,,,,,,,,
0.643747773,1.807,585.3501637,589.3551533,,,,,,,,,,,
0.643874644,1.808,585.2434887,589.2576824,,,,,,,,,,,
0.644001424,1.809,585.136854,589.1602467,,,,,,,,,,,
0.644128114,1.81,585.0302598,589.062846,,,,,,,,,,,
0.644254714,1.811,584.923706,588.9654805,,,,,,,,,,,
0.644381223,1.812,584.8171928,588.86815,,,,,,,,,,,
0.644507643,1.813,584.7107201,588.7708546,,,,,,,,,,,
0.644633973,1.814,584.6042879,588.6735942,,,,,,,,,,,
0.644760213,1.815,584.4978964,588.5763688,,,,,,,,,,,
0.644886364,1.816,584.3915456,588.4791784,,,,,,,,,,,
0.645012425,1.817,584.2852354,588.382023,,,,,,,,,,,
0.645138396,1.818,584.1789659,588.2849025,,,,,,,,,,,
0.645264278,1.819,584.0727372,588.187817,,,,,,,,,,,
0.645390071,1.82,583.9665493,588.0907664,,,,,,,,,,,
0.645515775,1.821,583.8604021,587.9937507,,,,,,,,,,,
0.645641389,1.822,583.7542959,587.8967698,,,,,,,,,,,
0.645766915,1.823,583.6482305,587.7998239,,,,,,,,,,,
0.645892351,1.824,583.542206,587.7029127,,,,,,,,,,,
0.646017699,1.825,583.4362225,587.6060364,,,,,,,,,,,
0.646142958,1.826,583.3302799,587.5091949,,,,,,,,,,,
0.646268129,1.827,583.2243784,587.4123882,,,,,,,,,,,
0.646393211,1.828,583.1185179,587.3156162,,,,,,,,,,,
0.646518204,1.829,583.0126985,587.218879,,,,,,,,,,,
0.64664311,1.83,582.9069202,587.1221766,,,,,,,,,,,
0.646767927,1.831,582.8011831,587.0255088,,,,,,,,,,,
0.646892655,1.832,582.6954871,586.9288757,,,,,,,,,,,
0.647017296,1.833,582.5898324,586.8322773,,,,,,,,,,,
0.647141849,1.834,582.4842189,586.7357135,,,,,,,,,,,
0.647266314,1.835,582.3786466,586.6391844,,,,,,,,,,,
0.647390691,1.836,582.2731157,586.5426899,,,,,,,,,,,
0.647514981,1.837,582.1676262,586.44623,,,,,,,,,,,
0.647639183,1.838,582.062178,586.3498047,,,,,,,,,,,
0.647763297,1.839,581.9567712,586.253414,,,,,,,,,,,
0.647887324,1.84,581.8514059,586.1570577,,,,,,,,,,,
0.648011264,1.841,581.746082,586.060736,,,,,,,,,,,
0.648135116,1.842,581.6407997,585.9644489,,,,,,,,,,,
0.648258881,1.843,581.5355589,585.8681962,,,,,,,,,,,
0.64838256,1.844,581.4303597,585.7719779,,,,,,,,,,,
0.648506151,1.845,581.325202,585.6757941,,,,,,,,,,,
0.648629656,1.846,581.2200861,585.5796448,,,,,,,,,,,
0.648753073,1.847,581.1150117,585.4835298,,,,,,,,,,,
0.648876404,1.848,581.0099791,585.3874493,,,,,,,,,,,
0.648999649,1.849,580.9049882,585.2914031,,,,,,,,,,,
0.649122807,1.85,580.8000391,585.1953913,,,,,,,,,,,
0.649245879,1.851,580.6951318,585.0994139,,,,,,,,,,,
0.649368864,1.852,580.5902663,585.0034707,,,,,,,,,,,
0.649491763,1.853,580.4854427,584.9075619,,,,,,,,,,,
0.649614576,1.854,580.380661,584.8116873,,,,,,,,,,,
0.649737303,1.855,580.2759212,584.715847,,,,,,,,,,,
0.649859944,1.856,580.1712234,584.6200409,,,,,,,,,,,
0.649982499,1.857,580.0665675,584.5242691,,,,,,,,,,,
0.650104969,1.858,579.9619537,584.4285315,,,,,,,,,,,
0.650227352,1.859,579.8573819,584.3328281,,,,,,,,,,,
0.65034965,1.86,579.7528523,584.2371588,,,,,,,,,,,
0.650471863,1.861,579.6483647,584.1415237,,,,,,,,,,,
0.65059399,1.862,579.5439193,584.0459228,,,,,,,,,,,
0.650716032,1.863,579.439516,583.950356,,,,,,,,,,,
0.650837989,1.864,579.335155,583.8548232,,,,,,,,,,,
0.65095986,1.865,579.2308362,583.7593246,,,,,,,,,,,
0.651081647,1.866,579.1265597,583.66386,,,,,,,,,,,
0.651203348,1.867,579.0223255,583.5684294,,,,,,,,,,,
0.651324965,1.868,578.9181337,583.4730329,,,,,,,,,,,
0.651446497,1.869,578.8139842,583.3776704,,,,,,,,,,,
0.651567944,1.87,578.7098771,583.2823419,,,,,,,,,,,
0.651689307,1.871,578.6058124,583.1870474,,,,,,,,,,,
0.651810585,1.872,578.5017902,583.0917868,,,,,,,,,,,
0.651931779,1.873,578.3978105,582.9965601,,,,,,,,,,,
0.652052888,1.874,578.2938733,582.9013674,,,,,,,,,,,
0.652173913,1.875,578.1899787,582.8062086,,,,,,,,,,,
0.652294854,1.876,578.0861266,582.7110836,,,,,,,,,,,
0.652415711,1.877,577.9823172,582.6159925,,,,,,,,,,,
0.652536484,1.878,577.8785504,582.5209353,,,,,,,,,,,
0.652657173,1.879,577.7748263,582.4259119,,,,,,,,,,,
0.652777778,1.88,577.6711449,582.3309223,,,,,,,,,,,
0.652898299,1.881,577.5675063,582.2359665,,,,,,,,,,,
0.653018737,1.882,577.4639104,582.1410445,,,,,,,,,,,
0.653139091,1.883,577.3603573,582.0461562,,,,,,,,,,,
0.653259362,1.884,577.256847,581.9513016,,,,,,,,,,,
0.653379549,1.885,577.1533796,581.8564808,,,,,,,,,,,
0.653499653,1.886,577.0499551,581.7616937,,,,,,,,,,,
0.653619674,1.887,576.9465735,581.6669403,,,,,,,,,,,
0.653739612,1.888,576.8432349,581.5722205,,,,,,,,,,,
0.653859467,1.889,576.7399392,581.4775344,,,,,,,,,,,
0.653979239,1.89,576.6366866,581.3828819,,,,,,,,,,,
0.654098928,1.891,576.533477,581.288263,,,,,,,,,,,
0.654218534,1.892,576.4303105,581.1936778,,,,,,,,,,,
0.654338057,1.893,576.3271871,581.0991261,,,,,,,,,,,
0.654457498,1.894,576.2241068,581.0046079,,,,,,,,,,,
0.654576857,1.895,576.1210696,580.9101233,,,,,,,,,,,
0.654696133,1.896,576.0180757,580.8156722,,,,,,,,,,,
0.654815326,1.897,575.915125,580.7212547,,,,,,,,,,,
0.654934438,1.898,575.8122175,580.6268706,,,,,,,,,,,
0.655053467,1.899,575.7093533,580.53252,,,,,,,,,,,
0.655172414,1.9,575.6065325,580.4382028,,,,,,,,,,,
0.655291279,1.901,575.5037549,580.3439191,,,,,,,,,,,
0.655410062,1.902,575.4010208,580.2496687,,,,,,,,,,,
0.655528763,1.903,575.29833,580.1554518,,,,,,,,,,,
0.655647383,1.904,575.1956827,580.0612683,,,,,,,,,,,
0.655765921,1.905,575.0930788,579.9671181,,,,,,,,,,,
0.655884377,1.906,574.9905184,579.8730013,,,,,,,,,,,
0.656002752,1.907,574.8880015,579.7789178,,,,,,,,,,,
0.656121045,1.908,574.7855282,579.6848676,,,,,,,,,,,
0.656239257,1.909,574.6830984,579.5908507,,,,,,,,,,,
0.656357388,1.91,574.5807123,579.4968671,,,,,,,,,,,
0.656475438,1.911,574.4783698,579.4029167,,,,,,,,,,,
0.656593407,1.912,574.3760709,579.3089996,,,,,,,,,,,
0.656711294,1.913,574.2738158,579.2151157,,,,,,,,,,,
0.656829101,1.914,574.1716043,579.121265,,,,,,,,,,,
0.656946827,1.915,574.0694367,579.0274475,,,,,,,,,,,
0.657064472,1.916,573.9673128,578.9336631,,,,,,,,,,,
0.657182036,1.917,573.8652327,578.8399119,,,,,,,,,,,
0.65729952,1.918,573.7631964,578.7461939,,,,,,,,,,,
0.657416924,1.919,573.661204,578.6525089,,,,,,,,,,,
0.657534247,1.92,573.5592555,578.5588571,,,,,,,,,,,
0.657651489,1.921,573.4573509,578.4652383,,,,,,,,,,,
0.657768652,1.922,573.3554903,578.3716526,,,,,,,,,,,
0.657885734,1.923,573.2536736,578.2780999,,,,,,,,,,,
0.658002736,1.924,573.151901,578.1845803,,,,,,,,,,,
0.658119658,1.925,573.0501724,578.0910937,,,,,,,,,,,
0.6582365,1.926,572.9484878,577.9976401,,,,,,,,,,,
0.658353263,1.927,572.8468474,577.9042194,,,,,,,,,,,
0.658469945,1.928,572.745251,577.8108317,,,,,,,,,,,
0.658586548,1.929,572.6436988,577.717477,,,,,,,,,,,
0.658703072,1.93,572.5421908,577.6241552,,,,,,,,,,,
0.658819516,1.931,572.440727,577.5308662,,,,,,,,,,,
0.65893588,1.932,572.3393075,577.4376102,,,,,,,,,,,
0.659052165,1.933,572.2379322,577.344387,,,,,,,,,,,
0.659168371,1.934,572.1366012,577.2511967,,,,,,,,,,,
0.659284497,1.935,572.0353145,577.1580393,,,,,,,,,,,
0.659400545,1.936,571.9340721,577.0649146,,,,,,,,,,,
0.659516513,1.937,571.8328741,576.9718228,,,,,,,,,,,
0.659632403,1.938,571.7317206,576.8787637,,,,,,,,,,,
0.659748214,1.939,571.6306114,576.7857374,,,,,,,,,,,
0.659863946,1.94,571.5295467,576.6927439,,,,,,,,,,,
0.659979599,1.941,571.4285265,576.5997831,,,,,,,,,,,
0.660095173,1.942,571.3275508,576.506855,,,,,,,,,,,
0.660210669,1.943,571.2266197,576.4139596,,,,,,,,,,,
0.660326087,1.944,571.1257331,576.3210968,,,,,,,,,,,
0.660441426,1.945,571.0248911,576.2282668,,,,,,,,,,,
0.660556687,1.946,570.9240937,576.1354694,,,,,,,,,,,
0.66067187,1.947,570.823341,576.0427046,,,,,,,,,,,
0.660786974,1.948,570.722633,575.9499724,,,,,,,,,,,
0.660902001,1.949,570.6219696,575.8572729,,,,,,,,,,,
0.661016949,1.95,570.521351,575.7646059,,,,,,,,,,,
0.66113182,1.951,570.4207772,575.6719714,,,,,,,,,,,
0.661246612,1.952,570.3202481,575.5793695,,,,,,,,,,,
0.661361327,1.953,570.2197638,575.4868002,,,,,,,,,,,
0.661475965,1.954,570.1193244,575.3942633,,,,,,,,,,,
0.661590525,1.955,570.0189299,575.301759,,,,,,,,,,,
0.661705007,1.956,569.9185802,575.2092871,,,,,,,,,,,
0.661819412,1.957,569.8182755,575.1168476,,,,,,,,,,,
0.661933739,1.958,569.7180157,575.0244407,,,,,,,,,,,
0.662047989,1.959,569.6178009,574.9320661,,,,,,,,,,,
0.662162162,1.96,569.517631,574.8397239,,,,,,,,,,,
0.662276258,1.961,569.4175063,574.7474142,,,,,,,,,,,
0.662390277,1.962,569.3174265,574.6551368,,,,,,,,,,,
0.662504219,1.963,569.2173919,574.5628917,,,,,,,,,,,
0.662618084,1.964,569.1174023,574.470679,,,,,,,,,,,
0.662731872,1.965,569.0174579,574.3784986,,,,,,,,,,,
0.662845583,1.966,568.9175586,574.2863506,,,,,,,,,,,
0.662959218,1.967,568.8177046,574.1942348,,,,,,,,,,,
0.663072776,1.968,568.7178957,574.1021512,,,,,,,,,,,
0.663186258,1.969,568.6181321,574.0101,,,,,,,,,,,
0.663299663,1.97,568.5184137,573.918081,,,,,,,,,,,
0.663412992,1.971,568.4187407,573.8260941,,,,,,,,,,,
0.663526245,1.972,568.3191129,573.7341395,,,,,,,,,,,
0.663639421,1.973,568.2195305,573.6422171,,,,,,,,,,,
0.663752522,1.974,568.1199935,573.5503269,,,,,,,,,,,
0.663865546,1.975,568.0205018,573.4584688,,,,,,,,,,,
0.663978495,1.976,567.9210556,573.3666428,,,,,,,,,,,
0.664091367,1.977,567.8216548,573.2748489,,,,,,,,,,,
0.664204164,1.978,567.7222995,573.1830872,,,,,,,,,,,
0.664316885,1.979,567.6229897,573.0913575,,,,,,,,,,,
0.66442953,1.98,567.5237255,572.9996599,,,,,,,,,,,
0.6645421,1.981,567.4245067,572.9079944,,,,,,,,,,,
0.664654594,1.982,567.3253336,572.8163609,,,,,,,,,,,
0.664767013,1.983,567.226206,572.7247594,,,,,,,,,,,
0.664879357,1.984,567.1271241,572.6331899,,,,,,,,,,,
0.664991625,1.985,567.0280878,572.5416524,,,,,,,,,,,
0.665103818,1.986,566.9290972,572.4501469,,,,,,,,,,,
0.665215936,1.987,566.8301523,572.3586733,,,,,,,,,,,
0.665327979,1.988,566.7312532,572.2672316,,,,,,,,,,,
0.665439946,1.989,566.6323998,572.1758219,,,,,,,,,,,
0.665551839,1.99,566.5335921,572.084444,,,,,,,,,,,
0.665663658,1.991,566.4348303,571.9930981,,,,,,,,,,,
0.665775401,1.992,566.3361143,571.901784,,,,,,,,,,,
0.66588707,1.993,566.2374442,571.8105018,,,,,,,,,,,
0.665998664,1.994,566.1388199,571.7192513,,,,,,,,,,,
0.666110184,1.995,566.0402416,571.6280328,,,,,,,,,,,
0.666221629,1.996,565.9417091,571.536846,,,,,,,,,,,
0.666333,1.997,565.8432227,571.445691,,,,,,,,,,,
0.666444296,1.998,565.7447822,571.3545677,,,,,,,,,,,
0.666555519,1.999,565.6463877,571.2634762,,,,,,,,,,,
0.666666667,2,565.5480392,571.1724165,,,,,,,,,,,
0.666777741,2.001,565.4221586,571.0400311,,,,,,,,,,,
0.666888741,2.002,565.2963967,570.9077055,,,,,,,,,,,
0.666999667,2.003,565.1707536,570.7754395,,,,,,,,,,,
0.667110519,2.004,565.0452291,570.6432332,,,,,,,,,,,
0.667221298,2.005,564.9198232,570.5110866,,,,,,,,,,,
0.667332003,2.006,564.7945358,570.3789995,,,,,,,,,,,
0.667442634,2.007,564.6693668,570.246972,,,,,,,,,,,
0.667553191,2.008,564.5443162,570.115004,,,,,,,,,,,
0.667663676,2.009,564.4193839,569.9830954,,,,,,,,,,,
0.667774086,2.01,564.2945699,569.8512463,,,,,,,,,,,
0.667884424,2.011,564.1698739,569.7194566,,,,,,,,,,,
0.667994688,2.012,564.0452961,569.5877261,,,,,,,,,,,
0.668104879,2.013,563.9208362,569.456055,,,,,,,,,,,
0.668214997,2.014,563.7964943,569.3244432,,,,,,,,,,,
0.668325041,2.015,563.6722703,569.1928906,,,,,,,,,,,
0.668435013,2.016,563.5481641,569.0613971,,,,,,,,,,,
0.668544912,2.017,563.4241756,568.9299628,,,,,,,,,,,
0.668654738,2.018,563.3003047,568.7985876,,,,,,,,,,,
0.668764492,2.019,563.1765514,568.6672715,,,,,,,,,,,
0.668874172,2.02,563.0529157,568.5360144,,,,,,,,,,,
0.66898378,2.021,562.9293974,568.4048163,,,,,,,,,,,
0.669093316,2.022,562.8059965,568.2736771,,,,,,,,,,,
0.669202779,2.023,562.6827128,568.1425968,,,,,,,,,,,
0.669312169,2.024,562.5595465,568.0115754,,,,,,,,,,,
0.669421488,2.025,562.4364972,567.8806128,,,,,,,,,,,
0.669530734,2.026,562.3135651,567.749709,,,,,,,,,,,
0.669639907,2.027,562.19075,567.618864,,,,,,,,,,,
0.669749009,2.028,562.0680518,567.4880776,,,,,,,,,,,
0.669858039,2.029,561.9454706,567.3573499,,,,,,,,,,,
0.669966997,2.03,561.8230061,567.2266809,,,,,,,,,,,
0.670075883,2.031,561.7006584,567.0960704,,,,,,,,,,,
0.670184697,2.032,561.5784274,566.9655185,,,,,,,,,,,
0.670293439,2.033,561.4563129,566.835025,,,,,,,,,,,
0.670402109,2.034,561.334315,566.7045901,,,,,,,,,,,
0.670510708,2.035,561.2124336,566.5742136,,,,,,,,,,,
0.670619236,2.036,561.0906685,566.4438954,,,,,,,,,,,
0.670727692,2.037,560.9690198,566.3136357,,,,,,,,,,,
0.670836076,2.038,560.8474873,566.1834342,,,,,,,,,,,
0.67094439,2.039,560.7260711,566.053291,,,,,,,,,,,
0.671052632,2.04,560.6047709,565.923206,,,,,,,,,,,
0.671160802,2.041,560.4835868,565.7931793,,,,,,,,,,,
0.671268902,2.042,560.3625186,565.6632107,,,,,,,,,,,
0.671376931,2.043,560.2415664,565.5333002,,,,,,,,,,,
0.671484888,2.044,560.12073,565.4034478,,,,,,,,,,,
0.671592775,2.045,560.0000093,565.2736534,,,,,,,,,,,
0.671700591,2.046,559.8794044,565.143917,,,,,,,,,,,
0.671808336,2.047,559.7589151,565.0142386,,,,,,,,,,,
0.67191601,2.048,559.6385413,564.8846181,,,,,,,,,,,
0.672023614,2.049,559.5182831,564.7550555,,,,,,,,,,,
0.672131148,2.05,559.3981402,564.6255507,,,,,,,,,,,
0.67223861,2.051,559.2781127,564.4961038,,,,,,,,,,,
0.672346003,2.052,559.1582005,564.3667146,,,,,,,,,,,
0.672453325,2.053,559.0384035,564.2373831,,,,,,,,,,,
0.672560576,2.054,558.9187216,564.1081094,,,,,,,,,,,
0.672667758,2.055,558.7991548,563.9788932,,,,,,,,,,,
0.672774869,2.056,558.6797031,563.8497347,,,,,,,,,,,
0.67288191,2.057,558.5603662,563.7206338,,,,,,,,,,,
0.672988882,2.058,558.4411442,563.5915904,,,,,,,,,,,
0.673095783,2.059,558.3220371,563.4626045,,,,,,,,,,,
0.673202614,2.06,558.2030446,563.3336761,,,,,,,,,,,
0.673309376,2.061,558.0841668,563.2048051,,,,,,,,,,,
0.673416068,2.062,557.9654036,563.0759914,,,,,,,,,,,
0.67352269,2.063,557.8467549,562.9472351,,,,,,,,,,,
0.673629243,2.064,557.7282207,562.8185361,,,,,,,,,,,
0.673735726,2.065,557.6098009,562.6898944,,,,,,,,,,,
0.67384214,2.066,557.4914954,562.5613099,,,,,,,,,,,
0.673948484,2.067,557.3733041,562.4327826,,,,,,,,,,,
0.674054759,2.068,557.255227,562.3043125,,,,,,,,,,,
0.674160964,2.069,557.137264,562.1758994,,,,,,,,,,,
0.674267101,2.07,557.0194151,562.0475435,,,,,,,,,,,
0.674373168,2.071,556.9016801,561.9192446,,,,,,,,,,,
0.674479167,2.072,556.784059,561.7910027,,,,,,,,,,,
0.674585096,2.073,556.6665518,561.6628177,,,,,,,,,,,
0.674690956,2.074,556.5491583,561.5346897,,,,,,,,,,,
0.674796748,2.075,556.4318786,561.4066185,,,,,,,,,,,
0.674902471,2.076,556.3147125,561.2786042,,,,,,,,,,,
0.675008125,2.077,556.1976599,561.1506468,,,,,,,,,,,
0.67511371,2.078,556.0807208,561.022746,,,,,,,,,,,
0.675219227,2.079,555.9638952,560.8949021,,,,,,,,,,,
0.675324675,2.08,555.8471829,560.7671148,,,,,,,,,,,
0.675430055,2.081,555.7305839,560.6393842,,,,,,,,,,,
0.675535367,2.082,555.6140982,560.5117102,,,,,,,,,,,
0.67564061,2.083,555.4977255,560.3840928,,,,,,,,,,,
0.675745785,2.084,555.381466,560.2565319,,,,,,,,,,,
0.675850891,2.085,555.2653195,560.1290276,,,,,,,,,,,
0.67595593,2.086,555.149286,560.0015797,,,,,,,,,,,
