x,R,Tg w/CO3,Tg CO3 free,,,,,,Sodium Borate Experimental Values,,,,,
0.447818885,0.811,686.563164,686.563164,,,,,,,,,,,
0.44812362,0.812,686.4398357,686.4398357,,,,,,,,,,,
0.44842802,0.813,686.3166531,686.3166531,,,,,,,,,,,
0.448732084,0.814,686.1936161,686.1936161,,,,,,,,,,,
0.449035813,0.815,686.0707243,686.0707243,,,,,,,,,,,
0.449339207,0.816,685.9479774,685.9479774,,,,,,,,,,,
0.449642267,0.817,685.8253754,685.8253754,,,,,,,,,,,
0.449944994,0.818,685.7029177,685.7029177,,,,,,,,,,,
0.450247389,0.819,685.5806044,685.5806044,,,,,,,,,,,
0.450549451,0.82,685.458435,685.458435,,,,,,,,,,,
0.450851181,0.821,685.3364093,685.3364093,,,,,,,,,,,
0.45115258,0.822,685.214527,685.214527,,,,,,,,,,,
0.451453648,0.823,685.092788,685.092788,,,,,,,,,,,
0.451754386,0.824,684.9711919,684.9711919,,,,,,,,,,,
0.452054795,0.825,684.8497386,684.8497386,,,,,,,,,,,
0.452354874,0.826,684.7284277,684.7284277,,,,,,,,,,,
0.452654625,0.827,684.607259,684.607259,,,,,,,,,,,
0.452954048,0.828,684.4862322,684.4862322,,,,,,,,,,,
0.453253144,0.829,684.3653472,684.3653472,,,,,,,,,,,
0.453551913,0.83,684.2446036,684.2446036,,,,,,,,,,,
0.453850355,0.831,684.1240012,684.1240012,,,,,,,,,,,
0.454148472,0.832,684.0035398,684.0035398,,,,,,,,,,,
0.454446263,0.833,683.8832191,683.8832191,,,,,,,,,,,
0.45474373,0.834,683.7630389,683.7630389,,,,,,,,,,,
0.455040872,0.835,683.6429989,683.6429989,,,,,,,,,,,
0.455337691,0.836,683.5230988,683.5230988,,,,,,,,,,,
0.455634186,0.837,683.4033385,683.4033385,,,,,,,,,,,
0.455930359,0.838,683.2837177,683.2837177,,,,,,,,,,,
0.45622621,0.839,683.1642362,683.1642362,,,,,,,,,,,
0.456521739,0.84,683.0448936,683.0448936,,,,,,,,,,,
0.456816947,0.841,682.9256898,682.9256898,,,,,,,,,,,
0.457111835,0.842,682.8066245,682.8066245,,,,,,,,,,,
0.457406403,0.843,682.6876975,682.6876975,,,,,,,,,,,
0.457700651,0.844,682.5689085,682.5689085,,,,,,,,,,,
0.45799458,0.845,682.4502573,682.4502573,,,,,,,,,,,
0.458288191,0.846,682.3317436,682.3317436,,,,,,,,,,,
0.458581483,0.847,682.2133673,682.2133673,,,,,,,,,,,
0.458874459,0.848,682.0951281,682.0951281,,,,,,,,,,,
0.459167117,0.849,681.9770257,681.9770257,,,,,,,,,,,
0.459459459,0.85,681.8590599,681.8590599,,,,,,,,,,,
0.459751486,0.851,681.7412304,681.7412304,,,,,,,,,,,
0.460043197,0.852,681.6235371,681.6235371,,,,,,,,,,,
0.460334593,0.853,681.5059797,681.5059797,,,,,,,,,,,
0.460625674,0.854,681.3885579,681.3885579,,,,,,,,,,,
0.460916442,0.855,681.2712716,681.2712716,,,,,,,,,,,
0.461206897,0.856,681.1541205,681.1541205,,,,,,,,,,,
0.461497038,0.857,681.0371043,681.0371043,,,,,,,,,,,
0.461786868,0.858,680.9202228,680.9202228,,,,,,,,,,,
0.462076385,0.859,680.8034758,680.8034758,,,,,,,,,,,
0.462365591,0.86,680.6868631,680.6868631,,,,,,,,,,,
0.462654487,0.861,680.5703844,680.5703844,,,,,,,,,,,
0.462943072,0.862,680.4540395,680.4540395,,,,,,,,,,,
0.463231347,0.863,680.3378282,680.3378282,,,,,,,,,,,
0.463519313,0.864,680.2217502,680.2217502,,,,,,,,,,,
0.463806971,0.865,680.1058053,680.1058053,,,,,,,,,,,
0.464094319,0.866,679.9899933,679.9899933,,,,,,,,,,,
0.46438136,0.867,679.8743139,679.8743139,,,,,,,,,,,
0.464668094,0.868,679.758767,679.758767,,,,,,,,,,,
0.464954521,0.869,679.6433522,679.6433522,,,,,,,,,,,
0.465240642,0.87,679.5280694,679.5280694,,,,,,,,,,,
0.465526456,0.871,679.4129184,679.4129184,,,,,,,,,,,
0.465811966,0.872,679.2978988,679.2978988,,,,,,,,,,,
0.46609717,0.873,679.1830106,679.1830106,,,,,,,,,,,
0.46638207,0.874,679.0682534,679.0682534,,,,,,,,,,,
0.466666667,0.875,678.9536271,678.9536271,,,,,,,,,,,
0.466950959,0.876,678.8391314,678.8391314,,,,,,,,,,,
0.467234949,0.877,678.724766,678.724766,,,,,,,,,,,
0.467518637,0.878,678.6105309,678.6105309,,,,,,,,,,,
0.467802022,0.879,678.4964257,678.4964257,,,,,,,,,,,
0.468085106,0.88,678.3824502,678.3824502,,,,,,,,,,,
0.468367889,0.881,678.2686042,678.2686042,,,,,,,,,,,
0.468650372,0.882,678.1548875,678.1548875,,,,,,,,,,,
0.468932554,0.883,678.0412999,678.0412999,,,,,,,,,,,
0.469214437,0.884,677.9278412,677.9278412,,,,,,,,,,,
0.469496021,0.885,677.814511,677.814511,,,,,,,,,,,
0.469777306,0.886,677.7013093,677.7013093,,,,,,,,,,,
0.470058294,0.887,677.5882357,677.5882357,,,,,,,,,,,
0.470338983,0.888,677.4752902,677.4752902,,,,,,,,,,,
0.470619375,0.889,677.3624723,677.3624723,,,,,,,,,,,
0.470899471,0.89,677.2497821,677.2497821,,,,,,,,,,,
0.47117927,0.891,677.1372191,677.1372191,,,,,,,,,,,
0.471458774,0.892,677.0247833,677.0247833,,,,,,,,,,,
0.471737982,0.893,676.9124743,676.9124743,,,,,,,,,,,
0.472016895,0.894,676.800292,676.800292,,,,,,,,,,,
0.472295515,0.895,676.6882362,676.6882362,,,,,,,,,,,
0.47257384,0.896,676.5763067,676.5763067,,,,,,,,,,,
0.472851871,0.897,676.4645031,676.4645031,,,,,,,,,,,
0.47312961,0.898,676.3528254,676.3528254,,,,,,,,,,,
0.473407056,0.899,676.2412733,676.2412733,,,,,,,,,,,
0.473684211,0.9,676.1298466,676.1298466,,,,,,,,,,,
0.473961073,0.901,676.0185451,676.0185451,,,,,,,,,,,
0.474237645,0.902,675.9073686,675.9073686,,,,,,,,,,,
0.474513925,0.903,675.7963169,675.7963169,,,,,,,,,,,
0.474789916,0.904,675.6853897,675.6853897,,,,,,,,,,,
0.475065617,0.905,675.5745868,675.5745868,,,,,,,,,,,
0.475341028,0.906,675.4639081,675.4639081,,,,,,,,,,,
0.475616151,0.907,675.3533533,675.3533533,,,,,,,,,,,
0.475890985,0.908,675.2429222,675.2429222,,,,,,,,,,,
0.476165532,0.909,675.1326147,675.1326147,,,,,,,,,,,
0.476439791,0.91,675.0224304,675.0224304,,,,,,,,,,,
0.476713762,0.911,674.9123693,674.9123693,,,,,,,,,,,
0.476987448,0.912,674.802431,674.802431,,,,,,,,,,,
0.477260847,0.913,674.6926155,674.6926155,,,,,,,,,,,
0.47753396,0.914,674.5829224,674.5829224,,,,,,,,,,,
0.477806789,0.915,674.4733516,674.4733516,,,,,,,,,,,
0.478079332,0.916,674.3639029,674.3639029,,,,,,,,,,,
0.478351591,0.917,674.254576,674.254576,,,,,,,,,,,
0.478623566,0.918,674.1453708,674.1453708,,,,,,,,,,,
0.478895258,0.919,674.0362871,674.0362871,,,,,,,,,,,
0.479166667,0.92,673.9273247,673.9273247,,,,,,,,,,,
0.479437793,0.921,673.8184833,673.8184833,,,,,,,,,,,
0.479708637,0.922,673.7097627,673.7097627,,,,,,,,,,,
0.479979199,0.923,673.6011628,673.6011628,,,,,,,,,,,
0.48024948,0.924,673.4926834,673.4926834,,,,,,,,,,,
0.480519481,0.925,673.3843242,673.3843242,,,,,,,,,,,
0.4807892,0.926,673.2760851,673.2760851,,,,,,,,,,,
0.48105864,0.927,673.1679659,673.1679659,,,,,,,,,,,
0.481327801,0.928,673.0599663,673.0599663,,,,,,,,,,,
0.481596682,0.929,672.9520861,672.9520861,,,,,,,,,,,
0.481865285,0.93,672.8443252,672.8443252,,,,,,,,,,,
0.48213361,0.931,672.7366834,672.7366834,,,,,,,,,,,
0.482401656,0.932,672.6291604,672.6291604,,,,,,,,,,,
0.482669426,0.933,672.5217562,672.5217562,,,,,,,,,,,
0.482936918,0.934,672.4144703,672.4144703,,,,,,,,,,,
0.483204134,0.935,672.3073028,672.3073028,,,,,,,,,,,
0.483471074,0.936,672.2002533,672.2002533,,,,,,,,,,,
0.483737739,0.937,672.0933218,672.0933218,,,,,,,,,,,
0.484004128,0.938,671.9865079,671.9865079,,,,,,,,,,,
0.484270242,0.939,671.8798115,671.8798115,,,,,,,,,,,
0.484536082,0.94,671.7732324,671.7732324,,,,,,,,,,,
0.484801649,0.941,671.6667705,671.6667705,,,,,,,,,,,
0.485066941,0.942,671.5604254,671.5604254,,,,,,,,,,,
0.485331961,0.943,671.4541971,671.4541971,,,,,,,,,,,
0.485596708,0.944,671.3480853,671.3480853,,,,,,,,,,,
0.485861183,0.945,671.2420899,671.2420899,,,,,,,,,,,
0.486125385,0.946,671.1362106,671.1362106,,,,,,,,,,,
0.486389317,0.947,671.0304472,671.0304472,,,,,,,,,,,
0.486652977,0.948,670.9247996,670.9247996,,,,,,,,,,,
0.486916367,0.949,670.8192677,670.8192677,,,,,,,,,,,
0.487179487,0.95,670.713851,670.713851,,,,,,,,,,,
0.487442337,0.951,670.6085496,670.6085496,,,,,,,,,,,
0.487704918,0.952,670.5033632,670.5033632,,,,,,,,,,,
0.48796723,0.953,670.3982917,670.3982917,,,,,,,,,,,
0.488229273,0.954,670.2933347,670.2933347,,,,,,,,,,,
0.488491049,0.955,670.1884923,670.1884923,,,,,,,,,,,
0.488752556,0.956,670.083764,670.083764,,,,,,,,,,,
0.489013797,0.957,669.9791499,669.9791499,,,,,,,,,,,
0.48927477,0.958,669.8746496,669.8746496,,,,,,,,,,,
0.489535477,0.959,669.770263,669.770263,,,,,,,,,,,
0.489795918,0.96,669.66599,669.66599,,,,,,,,,,,
0.490056094,0.961,669.5618303,669.5618303,,,,,,,,,,,
0.490316004,0.962,669.4577837,669.4577837,,,,,,,,,,,
0.49057565,0.963,669.3538501,669.3538501,,,,,,,,,,,
0.490835031,0.964,669.2500293,669.2500293,,,,,,,,,,,
0.491094148,0.965,669.146321,669.146321,,,,,,,,,,,
0.491353001,0.966,669.0427252,669.0427252,,,,,,,,,,,
0.491611591,0.967,668.9392416,668.9392416,,,,,,,,,,,
0.491869919,0.968,668.8358701,668.8358701,,,,,,,,,,,
0.492127984,0.969,668.7326104,668.7326104,,,,,,,,,,,
0.492385787,0.97,668.6294624,668.6294624,,,,,,,,,,,
0.492643328,0.971,668.5264259,668.5264259,,,,,,,,,,,
0.492900609,0.972,668.4235007,668.4235007,,,,,,,,,,,
0.493157628,0.973,668.3206867,668.3206867,,,,,,,,,,,
0.493414387,0.974,668.2179836,668.2179836,,,,,,,,,,,
0.493670886,0.975,668.1153913,668.1153913,,,,,,,,,,,
0.493927126,0.976,668.0129097,668.0129097,,,,,,,,,,,
0.494183106,0.977,667.9105384,667.9105384,,,,,,,,,,,
0.494438827,0.978,667.8082774,667.8082774,,,,,,,,,,,
0.49469429,0.979,667.7061264,667.7061264,,,,,,,,,,,
0.494949495,0.98,667.6040854,667.6040854,,,,,,,,,,,
0.495204442,0.981,667.502154,667.502154,,,,,,,,,,,
0.495459132,0.982,667.4003322,667.4003322,,,,,,,,,,,
0.495713565,0.983,667.2986198,667.2986198,,,,,,,,,,,
0.495967742,0.984,667.1970165,667.1970165,,,,,,,,,,,
0.496221662,0.985,667.0955222,667.0955222,,,,,,,,,,,
0.496475327,0.986,666.9941368,666.9941368,,,,,,,,,,,
0.496728737,0.987,666.8928601,666.8928601,,,,,,,,,,,
0.496981891,0.988,666.7916918,666.7916918,,,,,,,,,,,
0.497234791,0.989,666.6906318,666.6906318,,,,,,,,,,,
0.497487437,0.99,666.5896799,666.5896799,,,,,,,,,,,
0.497739829,0.991,666.4888361,666.4888361,,,,,,,,,,,
0.497991968,0.992,666.3881,666.3881,,,,,,,,,,,
0.498243853,0.993,666.2874715,666.2874715,,,,,,,,,,,
0.498495486,0.994,666.1869505,666.1869505,,,,,,,,,,,
0.498746867,0.995,666.0865367,666.0865367,,,,,,,,,,,
0.498997996,0.996,665.98623,665.98623,,,,,,,,,,,
0.499248873,0.997,665.8860303,665.8860303,,,,,,,,,,,
0.499499499,0.998,665.7859373,665.7859373,,,,,,,,,,,
0.499749875,0.999,665.6859509,665.6859509,,,,,,,,,,,
0.5,1,665.586071,665.586071,,,,,,,,,,,
0.500249875,1.001,665.4785215,665.4785215,,,,,,,,,,,
0.5004995,1.002,665.3710614,665.3710614,,,,,,,,,,,
0.500748877,1.003,665.2636903,665.2636903,,,,,,,,,,,
0.500998004,1.004,665.1564083,665.1564083,,,,,,,,,,,
0.501246883,1.005,665.0492151,665.0492151,,,,,,,,,,,
0.501495513,1.006,664.9421108,664.9421108,,,,,,,,,,,
0.501743896,1.007,664.8350951,664.8350951,,,,,,,,,,,
0.501992032,1.008,664.728168,664.728168,,,,,,,,,,,
0.50223992,1.009,664.6213294,664.6213294,,,,,,,,,,,
0.502487562,1.01,664.5145791,664.5145791,,,,,,,,,,,
0.502734958,1.011,664.407917,664.407917,,,,,,,,,,,
0.502982107,1.012,664.3013431,664.3013431,,,,,,,,,,,
0.503229011,1.013,664.1948572,664.1948572,,,,,,,,,,,
0.50347567,1.014,664.0884592,664.0884592,,,,,,,,,,,
0.503722084,1.015,663.9821491,663.9821491,,,,,,,,,,,
0.503968254,1.016,663.8759266,663.8759266,,,,,,,,,,,
0.504214179,1.017,663.7697917,663.7697917,,,,,,,,,,,
0.504459861,1.018,663.6637443,663.6637443,,,,,,,,,,,
0.5047053,1.019,663.5577842,663.5577842,,,,,,,,,,,
0.504950495,1.02,663.4519115,663.4519115,,,,,,,,,,,
0.505195448,1.021,663.3461258,663.3461258,,,,,,,,,,,
0.505440158,1.022,663.2404273,663.2404273,,,,,,,,,,,
0.505684627,1.023,663.1348156,663.1348156,,,,,,,,,,,
0.505928854,1.024,663.0292908,663.0292908,,,,,,,,,,,
0.50617284,1.025,662.9238527,662.9238527,,,,,,,,,,,
0.506416584,1.026,662.8185013,662.8185013,,,,,,,,,,,
0.506660089,1.027,662.7132364,662.7132364,,,,,,,,,,,
0.506903353,1.028,662.6080578,662.6080578,,,,,,,,,,,
0.507146378,1.029,662.5029656,662.5029656,,,,,,,,,,,
0.507389163,1.03,662.3979595,662.3979595,,,,,,,,,,,
0.507631709,1.031,662.2930396,662.2930396,,,,,,,,,,,
0.507874016,1.032,662.1882056,662.1882056,,,,,,,,,,,
0.508116085,1.033,662.0834575,662.0834575,,,,,,,,,,,
0.508357915,1.034,661.9787952,661.9787952,,,,,,,,,,,
0.508599509,1.035,661.8742185,661.8742185,,,,,,,,,,,
0.508840864,1.036,661.7697274,661.7697274,,,,,,,,,,,
0.509081983,1.037,661.6653218,661.6653218,,,,,,,,,,,
0.509322866,1.038,661.5610015,661.5610015,,,,,,,,,,,
0.509563512,1.039,661.4567664,661.4567664,,,,,,,,,,,
0.509803922,1.04,661.3526165,661.3526165,,,,,,,,,,,
0.510044096,1.041,661.2485517,661.2485517,,,,,,,,,,,
0.510284035,1.042,661.1445717,661.1445717,,,,,,,,,,,
0.51052374,1.043,661.0406766,661.0406766,,,,,,,,,,,
0.510763209,1.044,660.9368662,660.9368662,,,,,,,,,,,
0.511002445,1.045,660.8331405,660.8331405,,,,,,,,,,,
0.511241447,1.046,660.7294992,660.7294992,,,,,,,,,,,
0.511480215,1.047,660.6259424,660.6259424,,,,,,,,,,,
0.51171875,1.048,660.5224699,660.5224699,,,,,,,,,,,
0.511957052,1.049,660.4190816,660.4190816,,,,,,,,,,,
0.512195122,1.05,660.3157774,660.3157774,,,,,,,,,,,
0.51243296,1.051,660.2125572,660.2125572,,,,,,,,,,,
0.512670565,1.052,660.1094209,660.1094209,,,,,,,,,,,
0.51290794,1.053,660.0063684,660.0063684,,,,,,,,,,,
0.513145083,1.054,659.9033996,659.9033996,,,,,,,,,,,
0.513381995,1.055,659.8005144,659.8005144,,,,,,,,,,,
0.513618677,1.056,659.6977127,659.6977127,,,,,,,,,,,
0.513855129,1.057,659.5949944,659.5949944,,,,,,,,,,,
0.514091351,1.058,659.4923594,659.4923594,,,,,,,,,,,
0.514327343,1.059,659.3898075,659.3898075,,,,,,,,,,,
0.514563107,1.06,659.2873388,659.2873388,,,,,,,,,,,
0.514798641,1.061,659.184953,659.184953,,,,,,,,,,,
0.515033948,1.062,659.0826501,659.0826501,,,,,,,,,,,
0.515269026,1.063,658.98043,658.98043,,,,,,,,,,,
0.515503876,1.064,658.8782926,658.8782926,,,,,,,,,,,
0.515738499,1.065,658.7762378,658.7762378,,,,,,,,,,,
0.515972894,1.066,658.6742655,658.6742655,,,,,,,,,,,
0.516207063,1.067,658.5723755,658.5723755,,,,,,,,,,,
0.516441006,1.068,658.4705679,658.4705679,,,,,,,,,,,
0.516674722,1.069,658.3688424,658.3688424,,,,,,,,,,,
0.516908213,1.07,658.267199,658.267199,,,,,,,,,,,
0.517141478,1.071,658.1656376,658.1656376,,,,,,,,,,,
0.517374517,1.072,658.0641581,658.0641581,,,,,,,,,,,
0.517607332,1.073,657.9627603,657.9627603,,,,,,,,,,,
0.517839923,1.074,657.8614443,657.8614443,,,,,,,,,,,
0.518072289,1.075,657.7602098,657.7602098,,,,,,,,,,,
0.518304432,1.076,657.6590569,657.6590569,,,,,,,,,,,
0.518536351,1.077,657.5579853,657.5579853,,,,,,,,,,,
0.518768046,1.078,657.456995,657.456995,,,,,,,,,,,
0.518999519,1.079,657.356086,657.356086,,,,,,,,,,,
0.519230769,1.08,657.255258,657.255258,,,,,,,,,,,
0.519461797,1.081,657.154511,657.154511,,,,,,,,,,,
0.519692603,1.082,657.053845,657.053845,,,,,,,,,,,
0.519923188,1.083,656.9532597,656.9532597,,,,,,,,,,,
0.520153551,1.084,656.8527552,656.8527552,,,,,,,,,,,
0.520383693,1.085,656.7523312,656.7523312,,,,,,,,,,,
0.520613615,1.086,656.6519878,656.6519878,,,,,,,,,,,
0.520843316,1.087,656.5517248,656.5517248,,,,,,,,,,,
0.521072797,1.088,656.4515421,656.4515421,,,,,,,,,,,
0.521302058,1.089,656.3514397,656.3514397,,,,,,,,,,,
0.5215311,1.09,656.2514173,656.2514173,,,,,,,,,,,
0.521759923,1.091,656.1514751,656.1514751,,,,,,,,,,,
0.521988528,1.092,656.0516127,656.0516127,,,,,,,,,,,
0.522216914,1.093,655.9518302,655.9518302,,,,,,,,,,,
0.522445081,1.094,655.8521274,655.8521274,,,,,,,,,,,
0.522673031,1.095,655.7525043,655.7525043,,,,,,,,,,,
0.522900763,1.096,655.6529608,655.6529608,,,,,,,,,,,
0.523128278,1.097,655.5534967,655.5534967,,,,,,,,,,,
0.523355577,1.098,655.4541119,655.4541119,,,,,,,,,,,
0.523582658,1.099,655.3548065,655.3548065,,,,,,,,,,,
0.523809524,1.1,655.2555802,655.2555802,,,,,,,,,,,
0.524036173,1.101,655.156433,655.156433,,,,,,,,,,,
0.524262607,1.102,655.0573647,655.0573647,,,,,,,,,,,
0.524488825,1.103,654.9583754,654.9583754,,,,,,,,,,,
0.524714829,1.104,654.8594649,654.8594649,,,,,,,,,,,
0.524940618,1.105,654.760633,654.760633,,,,,,,,,,,
0.525166192,1.106,654.6618798,654.6618798,,,,,,,,,,,
0.525391552,1.107,654.5632051,654.5632051,,,,,,,,,,,
0.525616698,1.108,654.4646088,654.4646088,,,,,,,,,,,
0.525841631,1.109,654.3660909,654.3660909,,,,,,,,,,,
0.526066351,1.11,654.2676511,654.2676511,,,,,,,,,,,
0.526290857,1.111,654.1692895,654.1692895,,,,,,,,,,,
0.526515152,1.112,654.071006,654.071006,,,,,,,,,,,
0.526739233,1.113,653.9728004,653.9728004,,,,,,,,,,,
0.526963103,1.114,653.8746727,653.8746727,,,,,,,,,,,
0.527186761,1.115,653.7766228,653.7766228,,,,,,,,,,,
0.527410208,1.116,653.6786505,653.6786505,,,,,,,,,,,
0.527633444,1.117,653.5807558,653.5807558,,,,,,,,,,,
0.527856468,1.118,653.4829387,653.4829387,,,,,,,,,,,
0.528079283,1.119,653.3851989,653.3851989,,,,,,,,,,,
0.528301887,1.12,653.2875364,653.2875364,,,,,,,,,,,
0.528524281,1.121,653.1899511,653.1899511,,,,,,,,,,,
0.528746466,1.122,653.092443,653.092443,,,,,,,,,,,
0.528968441,1.123,652.9950119,652.9950119,,,,,,,,,,,
0.529190207,1.124,652.8976578,652.8976578,,,,,,,,,,,
0.529411765,1.125,652.8003805,652.8003805,,,,,,,,,,,
0.529633114,1.126,652.70318,652.70318,,,,,,,,,,,
0.529854255,1.127,652.6060561,652.6060561,,,,,,,,,,,
0.530075188,1.128,652.5090088,652.5090088,,,,,,,,,,,
0.530295914,1.129,652.412038,652.412038,,,,,,,,,,,
0.530516432,1.13,652.3151436,652.3151436,,,,,,,,,,,
0.530736743,1.131,652.2183255,652.2183255,,,,,,,,,,,
0.530956848,1.132,652.1215837,652.1215837,,,,,,,,,,,
0.531176746,1.133,652.024918,652.024918,,,,,,,,,,,
0.531396439,1.134,651.9283283,651.9283283,,,,,,,,,,,
0.531615925,1.135,651.8318145,651.8318145,,,,,,,,,,,
0.531835206,1.136,651.7353766,651.7353766,,,,,,,,,,,
0.532054282,1.137,651.6390145,651.6390145,,,,,,,,,,,
0.532273152,1.138,651.5427281,651.5427281,,,,,,,,,,,
0.532491819,1.139,651.4465173,651.4465173,,,,,,,,,,,
0.53271028,1.14,651.3503819,651.3503819,,,,,,,,,,,
0.532928538,1.141,651.254322,651.254322,,,,,,,,,,,
0.533146592,1.142,651.1583374,651.1583374,,,,,,,,,,,
0.533364442,1.143,651.062428,651.062428,,,,,,,,,,,
0.53358209,1.144,650.9665938,650.9665938,,,,,,,,,,,
0.533799534,1.145,650.8708347,650.8708347,,,,,,,,,,,
0.534016775,1.146,650.7751505,650.7751505,,,,,,,,,,,
0.534233815,1.147,650.6795412,650.6795412,,,,,,,,,,,
0.534450652,1.148,650.5840067,650.5840067,,,,,,,,,,,
0.534667287,1.149,650.488547,650.488547,,,,,,,,,,,
0.534883721,1.15,650.3931618,650.3931618,,,,,,,,,,,
0.535099954,1.151,650.2978512,650.2978512,,,,,,,,,,,
0.535315985,1.152,650.202615,650.202615,,,,,,,,,,,
0.535531816,1.153,650.1074532,650.1074532,,,,,,,,,,,
0.535747447,1.154,650.0123656,650.0123656,,,,,,,,,,,
0.535962877,1.155,649.9173522,649.9173522,,,,,,,,,,,
0.536178108,1.156,649.822413,649.822413,,,,,,,,,,,
0.536393139,1.157,649.7275477,649.7275477,,,,,,,,,,,
0.53660797,1.158,649.6327564,649.6327564,,,,,,,,,,,
0.536822603,1.159,649.5380389,649.5380389,,,,,,,,,,,
0.537037037,1.16,649.4433952,649.4433952,,,,,,,,,,,
0.537251273,1.161,649.3488251,649.3488251,,,,,,,,,,,
0.53746531,1.162,649.2543286,649.2543286,,,,,,,,,,,
0.537679149,1.163,649.1599056,649.1599056,,,,,,,,,,,
0.537892791,1.164,649.065556,649.065556,,,,,,,,,,,
0.538106236,1.165,648.9712797,648.9712797,,,,,,,,,,,
0.538319483,1.166,648.8770767,648.8770767,,,,,,,,,,,
0.538532533,1.167,648.7829469,648.7829469,,,,,,,,,,,
0.538745387,1.168,648.68889,648.68889,,,,,,,,,,,
0.538958045,1.169,648.5949062,648.5949062,,,,,,,,,,,
0.539170507,1.17,648.5009953,648.5009953,,,,,,,,,,,
0.539382773,1.171,648.4071572,648.4071572,,,,,,,,,,,
0.539594843,1.172,648.3133918,648.3133918,,,,,,,,,,,
0.539806719,1.173,648.2196991,648.2196991,,,,,,,,,,,
0.540018399,1.174,648.1260789,648.1260789,,,,,,,,,,,
0.540229885,1.175,648.0325312,648.0325312,,,,,,,,,,,
0.540441176,1.176,647.9390559,647.9390559,,,,,,,,,,,
0.540652274,1.177,647.8456529,647.8456529,,,,,,,,,,,
0.540863177,1.178,647.7523221,647.7523221,,,,,,,,,,,
0.541073887,1.179,647.6590634,647.6590634,,,,,,,,,,,
0.541284404,1.18,647.5658768,647.5658768,,,,,,,,,,,
0.541494727,1.181,647.4727622,647.4727622,,,,,,,,,,,
0.541704858,1.182,647.3797195,647.3797195,,,,,,,,,,,
0.541914796,1.183,647.2867486,647.2867486,,,,,,,,,,,
0.542124542,1.184,647.1938494,647.1938494,,,,,,,,,,,
0.542334096,1.185,647.1010218,647.1010218,,,,,,,,,,,
0.542543458,1.186,647.0082658,647.0082658,,,,,,,,,,,
0.542752629,1.187,646.9155813,646.9155813,,,,,,,,,,,
0.542961609,1.188,646.8229682,646.8229682,,,,,,,,,,,
0.543170397,1.189,646.7304263,646.7304263,,,,,,,,,,,
0.543378995,1.19,646.6379557,646.6379557,,,,,,,,,,,
0.543587403,1.191,646.5455563,646.5455563,,,,,,,,,,,
0.54379562,1.192,646.4532279,646.4532279,,,,,,,,,,,
0.544003648,1.193,646.3609705,646.3609705,,,,,,,,,,,
0.544211486,1.194,646.268784,646.268784,,,,,,,,,,,
0.544419134,1.195,646.1766683,646.1766683,,,,,,,,,,,
0.544626594,1.196,646.0846233,646.0846233,,,,,,,,,,,
0.544833864,1.197,645.992649,645.992649,,,,,,,,,,,
0.545040946,1.198,645.9007452,645.9007452,,,,,,,,,,,
0.54524784,1.199,645.808912,645.808912,,,,,,,,,,,
0.545454545,1.2,645.7171492,645.7171492,,,,,,,,,,,
0.545661063,1.201,645.6254567,645.6254567,,,,,,,,,,,
0.545867393,1.202,645.5338344,645.5338344,,,,,,,,,,,
0.546073536,1.203,645.4422823,645.4422823,,,,,,,,,,,
0.546279492,1.204,645.3508003,645.3508003,,,,,,,,,,,
0.546485261,1.205,645.2593883,645.2593883,,,,,,,,,,,
0.546690843,1.206,645.1680463,645.1680463,,,,,,,,,,,
0.546896239,1.207,645.076774,645.076774,,,,,,,,,,,
0.547101449,1.208,644.9855716,644.9855716,,,,,,,,,,,
0.547306474,1.209,644.8944388,644.8944388,,,,,,,,,,,
0.547511312,1.21,644.8033757,644.8033757,,,,,,,,,,,
0.547715966,1.211,644.712382,644.712382,,,,,,,,,,,
0.547920434,1.212,644.6214578,644.6214578,,,,,,,,,,,
0.548124718,1.213,644.530603,644.530603,,,,,,,,,,,
0.548328817,1.214,644.4398175,644.4398175,,,,,,,,,,,
0.548532731,1.215,644.3491012,644.3491012,,,,,,,,,,,
0.548736462,1.216,644.258454,644.258454,,,,,,,,,,,
0.548940009,1.217,644.1678758,644.1678758,,,,,,,,,,,
0.549143372,1.218,644.0773667,644.0773667,,,,,,,,,,,
0.549346553,1.219,643.9869264,643.9869264,,,,,,,,,,,
0.54954955,1.22,643.8965549,643.8965549,,,,,,,,,,,
0.549752364,1.221,643.8062522,643.8062522,,,,,,,,,,,
0.549954995,1.222,643.7160181,643.7160181,,,,,,,,,,,
0.550157445,1.223,643.6258527,643.6258527,,,,,,,,,,,
0.550359712,1.224,643.5357557,643.5357557,,,,,,,,,,,
0.550561798,1.225,643.4457271,643.4457271,,,,,,,,,,,
0.550763702,1.226,643.3557669,643.3557669,,,,,,,,,,,
0.550965424,1.227,643.2658749,643.2658749,,,,,,,,,,,
0.551166966,1.228,643.1760512,643.1760512,,,,,,,,,,,
0.551368327,1.229,643.0862955,643.0862955,,,,,,,,,,,
0.551569507,1.23,642.9966079,642.9966079,,,,,,,,,,,
0.551770506,1.231,642.9069883,642.9069883,,,,,,,,,,,
0.551971326,1.232,642.8174365,642.8174365,,,,,,,,,,,
0.552171966,1.233,642.7279525,642.7279525,,,,,,,,,,,
0.552372426,1.234,642.6385363,642.6385363,,,,,,,,,,,
0.552572707,1.235,642.5491877,642.5491877,,,,,,,,,,,
0.552772809,1.236,642.4599067,642.4599067,,,,,,,,,,,
