x,R,m,model,,,,,,,,,
0.46638207,0.874,33.79167851,64.96392998,,,,,,,,,
0.466666667,0.875,33.82703916,64.94616825,,,,,,,,,
0.466950959,0.876,33.86206841,64.9283727,,,,,,,,,
0.467234949,0.877,33.8967599,64.91054344,,,,,,,,,
0.467518637,0.878,33.93110737,64.89268071,,,,,,,,,
0.467802022,0.879,33.96510466,64.87478459,,,,,,,,,
0.468085106,0.88,33.99874574,64.85685527,,,,,,,,,
0.468367889,0.881,34.03202467,64.83889291,,,,,,,,,
0.468650372,0.882,34.06493563,64.82089768,,,,,,,,,
0.468932554,0.883,34.09747291,64.80286971,,,,,,,,,
0.469214437,0.884,34.1296309,64.78480918,,,,,,,,,
0.469496021,0.885,34.16140411,64.76671623,,,,,,,,,
0.469777306,0.886,34.19278714,64.74859102,,,,,,,,,
0.470058294,0.887,34.22377472,64.73043373,,,,,,,,,
0.470338983,0.888,34.25436166,64.71224447,,,,,,,,,
0.470619375,0.889,34.28454291,64.69402343,,,,,,,,,
0.470899471,0.89,34.31431349,64.67577076,,,,,,,,,
0.47117927,0.891,34.34366856,64.6574866,,,,,,,,,
0.471458774,0.892,34.37260337,64.63917112,,,,,,,,,
0.471737982,0.893,34.40111328,64.62082448,,,,,,,,,
0.472016895,0.894,34.42919375,64.6024468,,,,,,,,,
0.472295515,0.895,34.45684035,64.58403826,,,,,,,,,
0.47257384,0.896,34.48404875,64.565599,,,,,,,,,
0.472851871,0.897,34.51081474,64.54712919,,,,,,,,,
0.47312961,0.898,34.5371342,64.52862897,,,,,,,,,
0.473407056,0.899,34.5630031,64.51009849,,,,,,,,,
0.473684211,0.9,34.58841755,64.49153788,,,,,,,,,
0.473961073,0.901,34.61337373,64.47294735,,,,,,,,,
0.474237645,0.902,34.63786793,64.45432697,,,,,,,,,
0.474513925,0.903,34.66189656,64.43567696,,,,,,,,,
0.474789916,0.904,34.68545612,64.41699744,,,,,,,,,
0.475065617,0.905,34.7085432,64.39828855,,,,,,,,,
0.475341028,0.906,34.7311545,64.37955045,,,,,,,,,
0.475616151,0.907,34.75328681,64.3607833,,,,,,,,,
0.475890985,0.908,34.77493705,64.34198722,,,,,,,,,
0.476165532,0.909,34.79610221,64.32316239,,,,,,,,,
0.476439791,0.91,34.81677937,64.30430892,,,,,,,,,
0.476713762,0.911,34.83696575,64.28542699,,,,,,,,,
0.476987448,0.912,34.85665861,64.26651673,,,,,,,,,
0.477260847,0.913,34.87585537,64.24757828,,,,,,,,,
0.47753396,0.914,34.89455349,64.2286118,,,,,,,,,
0.477806789,0.915,34.91275055,64.20961744,,,,,,,,,
0.478079332,0.916,34.93044424,64.19059532,,,,,,,,,
0.478351591,0.917,34.94763232,64.1715456,,,,,,,,,
0.478623566,0.918,34.96431265,64.15246843,,,,,,,,,
0.478895258,0.919,34.98048319,64.13336393,,,,,,,,,
0.479166667,0.92,34.99614197,64.11423228,,,,,,,,,
0.479437793,0.921,35.01128715,64.0950736,,,,,,,,,
0.479708637,0.922,35.02591695,64.07588802,,,,,,,,,
0.479979199,0.923,35.0400297,64.0566757,,,,,,,,,
0.48024948,0.924,35.05362379,64.03743679,,,,,,,,,
0.480519481,0.925,35.06669774,64.01817141,,,,,,,,,
0.4807892,0.926,35.07925012,63.99887972,,,,,,,,,
0.48105864,0.927,35.09127964,63.97956184,,,,,,,,,
0.481327801,0.928,35.10278501,63.96021794,,,,,,,,,
0.481596682,0.929,35.11376513,63.94084813,,,,,,,,,
0.481865285,0.93,35.1242189,63.92145255,,,,,,,,,
0.48213361,0.931,35.13414535,63.90203137,,,,,,,,,
0.482401656,0.932,35.14354359,63.88258471,,,,,,,,,
0.482669426,0.933,35.1524128,63.86311268,,,,,,,,,
0.482936918,0.934,35.16075226,63.84361549,,,,,,,,,
0.483204134,0.935,35.1685613,63.8240932,,,,,,,,,
0.483471074,0.936,35.17583938,63.80454601,,,,,,,,,
0.483737739,0.937,35.18258599,63.78497399,,,,,,,,,
0.484004128,0.938,35.18880074,63.76537734,,,,,,,,,
0.484270242,0.939,35.19448329,63.74575616,,,,,,,,,
0.484536082,0.94,35.1996334,63.72611061,,,,,,,,,
0.484801649,0.941,35.2042509,63.7064408,,,,,,,,,
0.485066941,0.942,35.20833569,63.68674687,,,,,,,,,
0.485331961,0.943,35.21188775,63.66702899,,,,,,,,,
0.485596708,0.944,35.21490713,63.64728723,,,,,,,,,
0.485861183,0.945,35.21739397,63.62752179,,,,,,,,,
0.486125385,0.946,35.21934847,63.60773276,,,,,,,,,
0.486389317,0.947,35.22077092,63.58792028,,,,,,,,,
0.486652977,0.948,35.22166164,63.5680845,,,,,,,,,
0.486916367,0.949,35.22202107,63.54822554,,,,,,,,,
0.487179487,0.95,35.2218497,63.52834353,,,,,,,,,
0.487442337,0.951,35.22114809,63.50843862,,,,,,,,,
0.487704918,0.952,35.21991685,63.48851092,,,,,,,,,
0.48796723,0.953,35.21815671,63.46856057,,,,,,,,,
0.488229273,0.954,35.21586841,63.4485877,,,,,,,,,
0.488491049,0.955,35.21305278,63.42859243,,,,,,,,,
0.488752556,0.956,35.20971073,63.40857491,,,,,,,,,
0.489013797,0.957,35.20584321,63.38853526,,,,,,,,,
0.48927477,0.958,35.20145125,63.3684736,,,,,,,,,
0.489535477,0.959,35.19653593,63.34839008,,,,,,,,,
0.489795918,0.96,35.19109841,63.32828481,,,,,,,,,
0.490056094,0.961,35.1851399,63.30815793,,,,,,,,,
0.490316004,0.962,35.17866167,63.28800955,,,,,,,,,
0.49057565,0.963,35.17166505,63.26783983,,,,,,,,,
0.490835031,0.964,35.16415143,63.24764885,,,,,,,,,
0.491094148,0.965,35.15612227,63.22743678,,,,,,,,,
0.491353001,0.966,35.14757907,63.20720373,,,,,,,,,
0.491611591,0.967,35.13852339,63.18694984,,,,,,,,,
0.491869919,0.968,35.12895685,63.1666752,,,,,,,,,
0.492127984,0.969,35.11888113,63.14637996,,,,,,,,,
0.492385787,0.97,35.10829796,63.12606426,,,,,,,,,
0.492643328,0.971,35.09720912,63.10572819,,,,,,,,,
0.492900609,0.972,35.08561643,63.08537188,,,,,,,,,
0.493157628,0.973,35.07352181,63.0649955,,,,,,,,,
0.493414387,0.974,35.06092715,63.04459911,,,,,,,,,
0.493670886,0.975,35.04783448,63.02418288,,,,,,,,,
0.493927126,0.976,35.03424581,63.0037469,,,,,,,,,
0.494183106,0.977,35.02016323,62.98329132,,,,,,,,,
0.494438827,0.978,35.00558889,62.96281625,,,,,,,,,
0.49469429,0.979,34.99052494,62.94232181,,,,,,,,,
0.494949495,0.98,34.97497362,62.92180811,,,,,,,,,
0.495204442,0.981,34.9589372,62.90127531,,,,,,,,,
0.495459132,0.982,34.94241799,62.88072348,,,,,,,,,
0.495713565,0.983,34.92541835,62.86015278,,,,,,,,,
0.495967742,0.984,34.90794069,62.83956332,,,,,,,,,
0.496221662,0.985,34.88998744,62.8189552,,,,,,,,,
0.496475327,0.986,34.87156109,62.79832857,,,,,,,,,
0.496728737,0.987,34.85266416,62.77768353,,,,,,,,,
0.496981891,0.988,34.83329921,62.7570202,,,,,,,,,
0.497234791,0.989,34.81346886,62.7363387,,,,,,,,,
0.497487437,0.99,34.79317573,62.71563917,,,,,,,,,
0.497739829,0.991,34.77242251,62.69492166,,,,,,,,,
0.497991968,0.992,34.75121191,62.6741864,,,,,,,,,
0.498243853,0.993,34.72954668,62.65343338,,,,,,,,,
0.498495486,0.994,34.7074296,62.63266281,,,,,,,,,
0.498746867,0.995,34.6848635,62.61187478,,,,,,,,,
0.498997996,0.996,34.66185123,62.59106939,,,,,,,,,
0.499248873,0.997,34.63839567,62.57024677,,,,,,,,,
0.499499499,0.998,34.61449972,62.54940703,,,,,,,,,
0.499749875,0.999,34.59016636,62.52855028,,,,,,,,,
0.5,1,34.56013477,62.5071242,,,,,,,,,
0.500249875,1.001,34.5535526,62.4836333,,,,,,,,,
0.5004995,1.002,34.54692008,62.46011017,,,,,,,,,
0.500748877,1.003,34.54023721,62.43655491,,,,,,,,,
0.500998004,1.004,34.53350403,62.4129677,,,,,,,,,
0.501246883,1.005,34.52672049,62.38934863,,,,,,,,,
0.501495513,1.006,34.51988665,62.36569788,,,,,,,,,
0.501743896,1.007,34.51300246,62.34201558,,,,,,,,,
0.501992032,1.008,34.50606794,62.31830184,,,,,,,,,
0.50223992,1.009,34.49908313,62.2945568,,,,,,,,,
0.502487562,1.01,34.49204798,62.27078065,,,,,,,,,
0.502734958,1.011,34.48496255,62.24697347,,,,,,,,,
0.502982107,1.012,34.47782682,62.22313541,,,,,,,,,
0.503229011,1.013,34.47064078,62.19926662,,,,,,,,,
0.50347567,1.014,34.46340445,62.17536724,,,,,,,,,
0.503722084,1.015,34.45611787,62.15143736,,,,,,,,,
0.503968254,1.016,34.448781,62.12747717,,,,,,,,,
0.504214179,1.017,34.44139389,62.10348678,,,,,,,,,
0.504459861,1.018,34.43395652,62.07946632,,,,,,,,,
0.5047053,1.019,34.4264689,62.05541595,,,,,,,,,
0.504950495,1.02,34.41893107,62.03133578,,,,,,,,,
0.505195448,1.021,34.41134301,62.00722596,,,,,,,,,
0.505440158,1.022,34.40370475,61.9830866,,,,,,,,,
0.505684627,1.023,34.3960163,61.95891787,,,,,,,,,
0.505928854,1.024,34.38827766,61.93471986,,,,,,,,,
0.50617284,1.025,34.38048887,61.91049277,,,,,,,,,
0.506416584,1.026,34.37264992,61.88623665,,,,,,,,,
0.506660089,1.027,34.36476082,61.8619517,,,,,,,,,
0.506903353,1.028,34.35682161,61.83763802,,,,,,,,,
0.507146378,1.029,34.34883231,61.81329576,,,,,,,,,
0.507389163,1.03,34.3407929,61.78892503,,,,,,,,,
0.507631709,1.031,34.33270341,61.76452599,,,,,,,,,
0.507874016,1.032,34.32456386,61.74009875,,,,,,,,,
0.508116085,1.033,34.3163743,61.71564346,,,,,,,,,
0.508357915,1.034,34.30813471,61.69116023,,,,,,,,,
0.508599509,1.035,34.2998451,61.66664921,,,,,,,,,
0.508840864,1.036,34.29150552,61.64211052,,,,,,,,,
0.509081983,1.037,34.28311599,61.6175443,,,,,,,,,
0.509322866,1.038,34.2746765,61.59295068,,,,,,,,,
0.509563512,1.039,34.2661871,61.56832977,,,,,,,,,
0.509803922,1.04,34.25764779,61.54368175,,,,,,,,,
0.510044096,1.041,34.24905862,61.51900669,,,,,,,,,
0.510284035,1.042,34.24041959,61.49430477,,,,,,,,,
0.51052374,1.043,34.23173074,61.46957607,,,,,,,,,
0.510763209,1.044,34.22299206,61.44482077,,,,,,,,,
0.511002445,1.045,34.21420362,61.42003899,,,,,,,,,
0.511241447,1.046,34.2053654,61.39523079,,,,,,,,,
0.511480215,1.047,34.19647749,61.37039642,,,,,,,,,
0.51171875,1.048,34.18753982,61.34553591,,,,,,,,,
0.511957052,1.049,34.17855251,61.32064943,,,,,,,,,
0.512195122,1.05,34.16951554,61.29573709,,,,,,,,,
0.51243296,1.051,34.16042893,61.27079904,,,,,,,,,
0.512670565,1.052,34.15129275,61.24583539,,,,,,,,,
0.51290794,1.053,34.14210698,61.22084628,,,,,,,,,
0.513145083,1.054,34.13287168,61.19583182,,,,,,,,,
0.513381995,1.055,34.12358687,61.17079217,,,,,,,,,
0.513618677,1.056,34.11425259,61.14572741,,,,,,,,,
0.513855129,1.057,34.10486885,61.1206377,,,,,,,,,
0.514091351,1.058,34.09543569,61.09552318,,,,,,,,,
0.514327343,1.059,34.08595317,61.07038392,,,,,,,,,
0.514563107,1.06,34.07642128,61.04522011,,,,,,,,,
0.514798641,1.061,34.06684007,61.02003183,,,,,,,,,
0.515033948,1.062,34.05720959,60.99481922,,,,,,,,,
0.515269026,1.063,34.04752985,60.96958242,,,,,,,,,
0.515503876,1.064,34.0378009,60.94432154,,,,,,,,,
0.515738499,1.065,34.02802275,60.91903671,,,,,,,,,
0.515972894,1.066,34.01819547,60.89372804,,,,,,,,,
0.516207063,1.067,34.00831909,60.86839569,,,,,,,,,
0.516441006,1.068,33.99839362,60.84303974,,,,,,,,,
0.516674722,1.069,33.98841913,60.81766034,,,,,,,,,
0.516908213,1.07,33.97839562,60.79225762,,,,,,,,,
0.517141478,1.071,33.96832318,60.76683168,,,,,,,,,
0.517374517,1.072,33.95820181,60.74138267,,,,,,,,,
0.517607332,1.073,33.94803154,60.71591069,,,,,,,,,
0.517839923,1.074,33.93781246,60.69041588,,,,,,,,,
0.518072289,1.075,33.92754458,60.66489833,,,,,,,,,
0.518304432,1.076,33.9172279,60.63935824,,,,,,,,,
0.518536351,1.077,33.90686256,60.61379563,,,,,,,,,
0.518768046,1.078,33.8964485,60.5882107,,,,,,,,,
0.518999519,1.079,33.88598585,60.56260353,,,,,,,,,
0.519230769,1.08,33.87547457,60.53697428,,,,,,,,,
0.519461797,1.081,33.86491478,60.51132302,,,,,,,,,
0.519692603,1.082,33.85430647,60.4856499,,,,,,,,,
0.519923188,1.083,33.8436497,60.45995505,,,,,,,,,
0.520153551,1.084,33.83294455,60.43423858,,,,,,,,,
0.520383693,1.085,33.822191,60.40850061,,,,,,,,,
0.520613615,1.086,33.81138915,60.38274127,,,,,,,,,
0.520843316,1.087,33.80053902,60.35696065,,,,,,,,,
0.521072797,1.088,33.78964068,60.33115892,,,,,,,,,
0.521302058,1.089,33.77869416,60.30533613,,,,,,,,,
0.5215311,1.09,33.7676995,60.27949248,,,,,,,,,
0.521759923,1.091,33.75665679,60.25362802,,,,,,,,,
0.521988528,1.092,33.74556602,60.22774291,,,,,,,,,
0.522216914,1.093,33.73442729,60.20183727,,,,,,,,,
0.522445081,1.094,33.72324064,60.17591118,,,,,,,,,
0.522673031,1.095,33.7120061,60.14996481,,,,,,,,,
0.522900763,1.096,33.70072374,60.12399824,,,,,,,,,
0.523128278,1.097,33.68939361,60.09801159,,,,,,,,,
0.523355577,1.098,33.67801576,60.072005,,,,,,,,,
0.523582658,1.099,33.66659025,60.04597857,,,,,,,,,
0.523809524,1.1,33.65511712,60.01993243,,,,,,,,,
0.524036173,1.101,33.64359643,59.99386668,,,,,,,,,
0.524262607,1.102,33.63202824,59.96778142,,,,,,,,,
0.524488825,1.103,33.62041263,59.94167686,,,,,,,,,
0.524714829,1.104,33.60874959,59.91555298,,,,,,,,,
0.524940618,1.105,33.59703923,59.88941,,,,,,,,,
0.525166192,1.106,33.58528159,59.863248,,,,,,,,,
0.525391552,1.107,33.57347673,59.83706709,,,,,,,,,
0.525616698,1.108,33.56162471,59.81086738,,,,,,,,,
0.525841631,1.109,33.54972559,59.784649,,,,,,,,,
0.526066351,1.11,33.53777941,59.75841207,,,,,,,,,
0.526290857,1.111,33.52578627,59.7321567,,,,,,,,,
0.526515152,1.112,33.51374618,59.70588298,,,,,,,,,
0.526739233,1.113,33.50165925,59.67959106,,,,,,,,,
0.526963103,1.114,33.4895255,59.65328105,,,,,,,,,
0.527186761,1.115,33.47734501,59.62695302,,,,,,,,,
0.527410208,1.116,33.46511785,59.60060715,,,,,,,,,
0.527633444,1.117,33.45284407,59.57424349,,,,,,,,,
0.527856468,1.118,33.44052373,59.54786221,,,,,,,,,
0.528079283,1.119,33.4281569,59.52146337,,,,,,,,,
0.528301887,1.12,33.41574366,59.49504713,,,,,,,,,
0.528524281,1.121,33.40328404,59.46861356,,,,,,,,,
0.528746466,1.122,33.39077814,59.4421628,,,,,,,,,
0.528968441,1.123,33.378226,59.41569496,,,,,,,,,
0.529190207,1.124,33.36562769,59.38921014,,,,,,,,,
0.529411765,1.125,33.3529833,59.36270847,,,,,,,,,
0.529633114,1.126,33.34029288,59.33619004,,,,,,,,,
0.529854255,1.127,33.32755649,59.30965496,,,,,,,,,
0.530075188,1.128,33.31477419,59.28310337,,,,,,,,,
0.530295914,1.129,33.30194609,59.25653535,,,,,,,,,
0.530516432,1.13,33.28907223,59.22995103,,,,,,,,,
0.530736743,1.131,33.27615269,59.2033505,,,,,,,,,
0.530956848,1.132,33.26318752,59.17673389,,,,,,,,,
0.531176746,1.133,33.25017682,59.1501013,,,,,,,,,
0.531396439,1.134,33.23712064,59.12345286,,,,,,,,,
0.531615925,1.135,33.22401907,59.09678863,,,,,,,,,
0.531835206,1.136,33.21087215,59.07010877,,,,,,,,,
0.532054282,1.137,33.19767999,59.04341336,,,,,,,,,
0.532273152,1.138,33.18444264,59.01670253,,,,,,,,,
0.532491819,1.139,33.17116018,58.98997635,,,,,,,,,
0.53271028,1.14,33.15783269,58.96323497,,,,,,,,,
0.532928538,1.141,33.14446024,58.93647848,,,,,,,,,
0.533146592,1.142,33.1310429,58.90970701,,,,,,,,,
0.533364442,1.143,33.11758075,58.88292062,,,,,,,,,
0.53358209,1.144,33.10407389,58.85611944,,,,,,,,,
0.533799534,1.145,33.09052234,58.8293036,,,,,,,,,
0.534016775,1.146,33.07692624,58.80247319,,,,,,,,,
0.534233815,1.147,33.06328561,58.77562829,,,,,,,,,
0.534450652,1.148,33.04960059,58.74876906,,,,,,,,,
0.534667287,1.149,33.0358712,58.72189557,,,,,,,,,
0.534883721,1.15,33.02209757,58.69500791,,,,,,,,,
0.535099954,1.151,33.00827973,58.66810624,,,,,,,,,
0.535315985,1.152,32.99441779,58.6411906,,,,,,,,,
0.535531816,1.153,32.98051185,58.61426116,,,,,,,,,
0.535747447,1.154,32.96656193,58.58731797,,,,,,,,,
0.535962877,1.155,32.95256817,58.56036119,,,,,,,,,
0.536178108,1.156,32.93853064,58.53339088,,,,,,,,,
0.536393139,1.157,32.9244494,58.50640714,,,,,,,,,
0.53660797,1.158,32.91032454,58.47941009,,,,,,,,,
0.536822603,1.159,32.89615616,58.45239987,,,,,,,,,
0.537037037,1.16,32.88194434,58.42537651,,,,,,,,,
0.537251273,1.161,32.86768913,58.39834019,,,,,,,,,
0.53746531,1.162,32.85339066,58.37129095,,,,,,,,,
0.537679149,1.163,32.83904901,58.34422894,,,,,,,,,
0.537892791,1.164,32.82466424,58.31715422,,,,,,,,,
0.538106236,1.165,32.81023645,58.29006691,,,,,,,,,
0.538319483,1.166,32.79576575,58.26296716,,,,,,,,,
0.538532533,1.167,32.78125218,58.23585497,,,,,,,,,
0.538745387,1.168,32.76669585,58.20873055,,,,,,,,,
0.538958045,1.169,32.75209687,58.18159392,,,,,,,,,
0.539170507,1.17,32.7374553,58.15444523,,,,,,,,,
0.539382773,1.171,32.72277124,58.12728455,,,,,,,,,
0.539594843,1.172,32.70804477,58.10011201,,,,,,,,,
0.539806719,1.173,32.693276,58.07292768,,,,,,,,,
0.540018399,1.174,32.67846501,58.04573171,,,,,,,,,
0.540229885,1.175,32.66361187,58.01852412,,,,,,,,,
0.540441176,1.176,32.64871672,57.99130509,,,,,,,,,
0.540652274,1.177,32.6337796,57.96407468,,,,,,,,,
0.540863177,1.178,32.61880062,57.93683299,,,,,,,,,
0.541073887,1.179,32.60377991,57.90958013,,,,,,,,,
0.541284404,1.18,32.58871751,57.8823162,,,,,,,,,
0.541494727,1.181,32.57361354,57.8550413,,,,,,,,,
0.541704858,1.182,32.55846807,57.82775548,,,,,,,,,
0.541914796,1.183,32.54328124,57.80045894,,,,,,,,,
0.542124542,1.184,32.52805311,57.77315168,,,,,,,,,
0.542334096,1.185,32.51278379,57.74583385,,,,,,,,,
0.542543458,1.186,32.49747336,57.71850554,,,,,,,,,
0.542752629,1.187,32.48212192,57.69116683,,,,,,,,,
0.542961609,1.188,32.46672959,57.66381784,,,,,,,,,
0.543170397,1.189,32.45129644,57.63645866,,,,,,,,,
0.543378995,1.19,32.43582259,57.60908936,,,,,,,,,
0.543587403,1.191,32.42030811,57.58171009,,,,,,,,,
0.54379562,1.192,32.40475313,57.55432091,,,,,,,,,
0.544003648,1.193,32.38915772,57.52692192,,,,,,,,,
0.544211486,1.194,32.37352201,57.49951322,,,,,,,,,
0.544419134,1.195,32.35784608,57.4720949,,,,,,,,,
0.544626594,1.196,32.34213001,57.44466708,,,,,,,,,
0.544833864,1.197,32.32637396,57.4172298,,,,,,,,,
0.545040946,1.198,32.31057796,57.38978323,,,,,,,,,
0.54524784,1.199,32.29474217,57.3623274,,,,,,,,,
0.545454545,1.2,32.27886666,57.33486245,,,,,,,,,
0.545661063,1.201,32.26295155,57.30738844,,,,,,,,,
0.545867393,1.202,32.24699692,57.27990548,,,,,,,,,
0.546073536,1.203,32.23100291,57.25241368,,,,,,,,,
0.546279492,1.204,32.21496957,57.22491309,,,,,,,,,
0.546485261,1.205,32.19889706,57.19740387,,,,,,,,,
0.546690843,1.206,32.18278544,57.16988605,,,,,,,,,
0.546896239,1.207,32.16663485,57.14235975,,,,,,,,,
0.547101449,1.208,32.15044537,57.11482505,,,,,,,,,
0.547306474,1.209,32.13421712,57.08728207,,,,,,,,,
0.547511312,1.21,32.1179502,57.05973088,,,,,,,,,
0.547715966,1.211,32.10164472,57.03217157,,,,,,,,,
0.547920434,1.212,32.08530078,57.00460426,,,,,,,,,
0.548124718,1.213,32.06891849,56.97702901,,,,,,,,,
0.548328817,1.214,32.05249797,56.94944591,,,,,,,,,
0.548532731,1.215,32.03603932,56.92185509,,,,,,,,,
0.548736462,1.216,32.01954263,56.8942566,,,,,,,,,
0.548940009,1.217,32.00300805,56.86665055,,,,,,,,,
0.549143372,1.218,31.98643563,56.83903704,,,,,,,,,
0.549346553,1.219,31.96982555,56.81141612,,,,,,,,,
0.54954955,1.22,31.95317786,56.78378794,,,,,,,,,
0.549752364,1.221,31.93649271,56.75615252,,,,,,,,,
0.549954995,1.222,31.91977019,56.72851004,,,,,,,,,
0.550157445,1.223,31.90301042,56.7008605,,,,,,,,,
0.550359712,1.224,31.88621351,56.67320403,,,,,,,,,
0.550561798,1.225,31.86937956,56.64554072,,,,,,,,,
0.550763702,1.226,31.85250871,56.61787067,,,,,,,,,
0.550965424,1.227,31.83560105,56.59019394,,,,,,,,,
0.551166966,1.228,31.8186567,56.56251063,,,,,,,,,
0.551368327,1.229,31.80167576,56.53482084,,,,,,,,,
0.551569507,1.23,31.78465837,56.50712463,,,,,,,,,
0.551770506,1.231,31.76760464,56.47942213,,,,,,,,,
0.551971326,1.232,31.75051466,56.45171342,,,,,,,,,
0.552171966,1.233,31.73338858,56.42399853,,,,,,,,,
0.552372426,1.234,31.71622648,56.3962776,,,,,,,,,
0.552572707,1.235,31.69902849,56.36855075,,,,,,,,,
0.552772809,1.236,31.68179474,56.34081795,,,,,,,,,
0.552972731,1.237,31.66452534,56.31307941,,,,,,,,,
0.553172475,1.238,31.64722039,56.28533514,,,,,,,,,
0.553372041,1.239,31.62988002,56.25758528,,,,,,,,,
0.553571429,1.24,31.61250436,56.22982988,,,,,,,,,
0.553770638,1.241,31.5950935,56.20206902,,,,,,,,,
0.55396967,1.242,31.57764758,56.1743028,,,,,,,,,
0.554168524,1.243,31.56016671,56.14653131,,,,,,,,,
0.554367201,1.244,31.54265101,56.11875464,,,,,,,,,
0.554565702,1.245,31.52510061,56.09097283,,,,,,,,,
0.554764025,1.246,31.50751561,56.06318604,,,,,,,,,
0.554962172,1.247,31.48989615,56.03539429,,,,,,,,,
0.555160142,1.248,31.47224233,56.00759771,,,,,,,,,
0.555357937,1.249,31.45455429,55.97979635,,,,,,,,,
0.555555556,1.25,31.43683214,55.95199029,,,,,,,,,
0.555752999,1.251,31.419076,55.92417964,,,,,,,,,
0.555950266,1.252,31.40128601,55.89636447,,,,,,,,,
0.556147359,1.253,31.38346226,55.86854486,,,,,,,,,
0.556344277,1.254,31.36560491,55.84072092,,,,,,,,,
0.55654102,1.255,31.34771403,55.81289269,,,,,,,,,
0.556737589,1.256,31.32978982,55.78506029,,,,,,,,,
0.556933983,1.257,31.31183233,55.75722376,,,,,,,,,
0.557130204,1.258,31.29384173,55.72938324,,,,,,,,,
0.557326251,1.259,31.27581812,55.70153876,,,,,,,,,
0.557522124,1.26,31.25776163,55.67369042,,,,,,,,,
0.557717824,1.261,31.23967239,55.6458383,,,,,,,,,
0.557913351,1.262,31.22155053,55.61798251,,,,,,,,,
0.558108705,1.263,31.20339616,55.59012307,,,,,,,,,
0.558303887,1.264,31.18520941,55.56226011,,,,,,,,,
0.558498896,1.265,31.16699042,55.5343937,,,,,,,,,
0.558693733,1.266,31.14873929,55.50652392,,,,,,,,,
0.558888399,1.267,31.13045617,55.47865085,,,,,,,,,
0.559082892,1.268,31.11214119,55.45077453,,,,,,,,,
0.559277215,1.269,31.09379446,55.42289512,,,,,,,,,
0.559471366,1.27,31.0754161,55.39501264,,,,,,,,,
0.559665346,1.271,31.05700627,55.36712719,,,,,,,,,
0.559859155,1.272,31.03856506,55.33923882,,,,,,,,,
0.560052794,1.273,31.02009264,55.31134766,,,,,,,,,
0.560246262,1.274,31.00158912,55.28345375,,,,,,,,,
0.56043956,1.275,30.9830546,55.2555572,,,,,,,,,
0.560632689,1.276,30.96448927,55.22765803,,,,,,,,,
0.560825648,1.277,30.94589319,55.19975641,,,,,,,,,
0.561018437,1.278,30.92726655,55.1718523,,,,,,,,,
0.561211057,1.279,30.90860944,55.14394589,,,,,,,,,
0.561403509,1.28,30.88992202,55.1160372,,,,,,,,,
0.561595791,1.281,30.87120439,55.0881263,,,,,,,,,
0.561787905,1.282,30.85245672,55.0602133,,,,,,,,,
0.561979851,1.283,30.8336791,55.03229826,,,,,,,,,
0.562171629,1.284,30.81487169,55.00438125,,,,,,,,,
0.562363239,1.285,30.79603461,54.97646235,,,,,,,,,
0.562554681,1.286,30.77716799,54.94854164,,,,,,,,,
0.562745955,1.287,30.75827198,54.92061921,,,,,,,,,
0.562937063,1.288,30.73934668,54.89269511,,,,,,,,,
0.563128003,1.289,30.72039226,54.86476943,,,,,,,,,
0.563318777,1.29,30.70140883,54.83684223,,,,,,,,,
0.563509385,1.291,30.68239653,54.80891362,,,,,,,,,
0.563699825,1.292,30.66335549,54.78098364,,,,,,,,,
0.5638901,1.293,30.64428586,54.75305235,,,,,,,,,
0.564080209,1.294,30.62518774,54.72511991,,,,,,,,,
0.564270153,1.295,30.60606131,54.69718629,,,,,,,,,
0.56445993,1.296,30.58690666,54.66925162,,,,,,,,,
0.564649543,1.297,30.56772395,54.64131598,,,,,,,,,
0.56483899,1.298,30.54851333,54.6133794,,,,,,,,,
0.565028273,1.299,30.52927488,54.58544199,,,,,,,,,
0.565217391,1.3,30.50873765,54.55716443,,,,,,,,,
0.565406345,1.301,30.48277302,54.52762335,,,,,,,,,
0.565595135,1.302,30.45677923,54.49806922,,,,,,,,,
0.56578376,1.303,30.4307567,54.46850212,,,,,,,,,
0.565972222,1.304,30.40470589,54.43892215,,,,,,,,,
0.566160521,1.305,30.37862721,54.40932939,,,,,,,,,
0.566348656,1.306,30.35252113,54.37972391,,,,,,,,,
0.566536628,1.307,30.32638806,54.35010582,,,,,,,,,
0.566724437,1.308,30.30022845,54.32047521,,,,,,,,,
0.566912083,1.309,30.27404272,54.29083216,,,,,,,,,
0.567099567,1.31,30.24783132,54.26117674,,,,,,,,,
0.567286889,1.311,30.22159466,54.23150906,,,,,,,,,
0.567474048,1.312,30.1953332,54.20182919,,,,,,,,,
0.567661046,1.313,30.16904734,54.17213726,,,,,,,,,
0.567847882,1.314,30.14273752,54.14243328,,,,,,,,,
0.568034557,1.315,30.11640416,54.1127174,,,,,,,,,
0.568221071,1.316,30.0900477,54.08298969,,,,,,,,,
0.568407423,1.317,30.06366854,54.05325025,,,,,,,,,
0.568593615,1.318,30.03726711,54.02349912,,,,,,,,,
0.568779646,1.319,30.01084386,53.99373644,,,,,,,,,
0.568965517,1.32,29.98439916,53.96396225,,,,,,,,,
0.569151228,1.321,29.95793346,53.93417669,,,,,,,,,
0.569336779,1.322,29.93144717,53.90437981,,,,,,,,,
0.56952217,1.323,29.90494071,53.8745717,,,,,,,,,
0.569707401,1.324,29.87841448,53.84475246,,,,,,,,,
