x,R,m,model,,,,,,,,,
0.639769452,1.776,17.31344059,36.81214856,,,,,,,,,
0.639899172,1.777,17.29739021,36.77324622,,,,,,,,,
0.640028798,1.778,17.28142104,36.73438045,,,,,,,,,
0.64015833,1.779,17.26553287,36.69555141,,,,,,,,,
0.64028777,1.78,17.24972547,36.65675908,,,,,,,,,
0.640417116,1.781,17.23399859,36.61800365,,,,,,,,,
0.64054637,1.782,17.21835203,36.57928515,,,,,,,,,
0.64067553,1.783,17.20278556,36.54060372,,,,,,,,,
0.640804598,1.784,17.18729893,36.50195942,,,,,,,,,
0.640933573,1.785,17.17189193,36.46335237,,,,,,,,,
0.641062455,1.786,17.15656432,36.42478261,,,,,,,,,
0.641191245,1.787,17.14131587,36.38625025,,,,,,,,,
0.641319943,1.788,17.12614636,36.34775543,,,,,,,,,
0.641448548,1.789,17.11105554,36.30929815,,,,,,,,,
0.641577061,1.79,17.09604319,36.27087857,,,,,,,,,
0.641705482,1.791,17.08110907,36.23249675,,,,,,,,,
0.641833811,1.792,17.06625295,36.19415277,,,,,,,,,
0.641962048,1.793,17.0514746,36.15584672,,,,,,,,,
0.642090193,1.794,17.03677377,36.1175787,,,,,,,,,
0.642218247,1.795,17.02215024,36.07934878,,,,,,,,,
0.642346209,1.796,17.00760377,36.04115706,,,,,,,,,
0.642474079,1.797,16.99313411,36.0030036,,,,,,,,,
0.642601858,1.798,16.97874104,35.96488851,,,,,,,,,
0.642729546,1.799,16.96442432,35.92681185,,,,,,,,,
0.642857143,1.8,16.95018371,35.88877371,,,,,,,,,
0.642984648,1.801,16.93601896,35.85077421,,,,,,,,,
0.643112063,1.802,16.92192984,35.81281335,,,,,,,,,
0.643239386,1.803,16.90791612,35.77489131,,,,,,,,,
0.643366619,1.804,16.89397755,35.73700808,,,,,,,,,
0.643493761,1.805,16.88011389,35.69916379,,,,,,,,,
0.643620813,1.806,16.8663249,35.66135851,,,,,,,,,
0.643747773,1.807,16.85261035,35.62359233,,,,,,,,,
0.643874644,1.808,16.83896997,35.58586531,,,,,,,,,
0.644001424,1.809,16.82540355,35.54817754,,,,,,,,,
0.644128114,1.81,16.81191083,35.51052908,,,,,,,,,
0.644254714,1.811,16.79849157,35.47292002,,,,,,,,,
0.644381223,1.812,16.78514554,35.43535047,,,,,,,,,
0.644507643,1.813,16.77187248,35.39782043,,,,,,,,,
0.644633973,1.814,16.75867215,35.36033006,,,,,,,,,
0.644760213,1.815,16.74554431,35.32287935,,,,,,,,,
0.644886364,1.816,16.73248872,35.28546846,,,,,,,,,
0.645012425,1.817,16.71950513,35.24809738,,,,,,,,,
0.645138396,1.818,16.70659329,35.21076625,,,,,,,,,
0.645264278,1.819,16.69375297,35.17347511,,,,,,,,,
0.645390071,1.82,16.68098391,35.13622404,,,,,,,,,
0.645515775,1.821,16.66828587,35.09901313,,,,,,,,,
0.645641389,1.822,16.65565861,35.06184242,,,,,,,,,
0.645766915,1.823,16.64310188,35.02471198,,,,,,,,,
0.645892351,1.824,16.63061544,34.98762194,,,,,,,,,
0.646017699,1.825,16.61819903,34.95057227,,,,,,,,,
0.646142958,1.826,16.60585242,34.91356313,,,,,,,,,
0.646268129,1.827,16.59357535,34.87659453,,,,,,,,,
0.646393211,1.828,16.58136759,34.83966657,,,,,,,,,
0.646518204,1.829,16.56922887,34.80277932,,,,,,,,,
0.64664311,1.83,16.55715896,34.76593285,,,,,,,,,
0.646767927,1.831,16.54515761,34.72912717,,,,,,,,,
0.646892655,1.832,16.53322458,34.69236241,,,,,,,,,
0.647017296,1.833,16.5213596,34.65563862,,,,,,,,,
0.647141849,1.834,16.50956245,34.61895586,,,,,,,,,
0.647266314,1.835,16.49783287,34.58231421,,,,,,,,,
0.647390691,1.836,16.48617061,34.54571369,,,,,,,,,
0.647514981,1.837,16.47457542,34.50915438,,,,,,,,,
0.647639183,1.838,16.46304707,34.47263641,,,,,,,,,
0.647763297,1.839,16.4515853,34.43615975,,,,,,,,,
0.647887324,1.84,16.44018985,34.39972453,,,,,,,,,
0.648011264,1.841,16.4288605,34.36333075,,,,,,,,,
0.648135116,1.842,16.41759698,34.32697852,,,,,,,,,
0.648258881,1.843,16.40639905,34.29066787,,,,,,,,,
0.64838256,1.844,16.39526646,34.25439891,,,,,,,,,
0.648506151,1.845,16.38419897,34.21817164,,,,,,,,,
0.648629656,1.846,16.37319633,34.18198614,,,,,,,,,
0.648753073,1.847,16.36225829,34.14584248,,,,,,,,,
0.648876404,1.848,16.3513846,34.10974071,,,,,,,,,
0.648999649,1.849,16.34057501,34.07368086,,,,,,,,,
0.649122807,1.85,16.32982929,34.03766307,,,,,,,,,
0.649245879,1.851,16.31914717,34.00168731,,,,,,,,,
0.649368864,1.852,16.30852842,33.96575367,,,,,,,,,
0.649491763,1.853,16.29797278,33.92986219,,,,,,,,,
0.649614576,1.854,16.28748001,33.89401296,,,,,,,,,
0.649737303,1.855,16.27704986,33.85820601,,,,,,,,,
0.649859944,1.856,16.26668209,33.82244141,,,,,,,,,
0.649982499,1.857,16.25637644,33.78671915,,,,,,,,,
0.650104969,1.858,16.24613267,33.75103938,,,,,,,,,
0.650227352,1.859,16.23595054,33.71540209,,,,,,,,,
0.65034965,1.86,16.2258298,33.67980735,,,,,,,,,
0.650471863,1.861,16.2157702,33.64425521,,,,,,,,,
0.65059399,1.862,16.20577149,33.60874574,,,,,,,,,
0.650716032,1.863,16.19583343,33.57327893,,,,,,,,,
0.650837989,1.864,16.18595579,33.53785491,,,,,,,,,
0.65095986,1.865,16.17613829,33.50247367,,,,,,,,,
0.651081647,1.866,16.16638071,33.4671353,,,,,,,,,
0.651203348,1.867,16.15668279,33.4318398,,,,,,,,,
0.651324965,1.868,16.1470443,33.39658728,,,,,,,,,
0.651446497,1.869,16.13746498,33.36137773,,,,,,,,,
0.651567944,1.87,16.1279446,33.32621123,,,,,,,,,
0.651689307,1.871,16.11848291,33.29108783,,,,,,,,,
0.651810585,1.872,16.10907965,33.25600753,,,,,,,,,
0.651931779,1.873,16.0997346,33.22097044,,,,,,,,,
0.652052888,1.874,16.09044751,33.18597658,,,,,,,,,
0.652173913,1.875,16.08121812,33.15102596,,,,,,,,,
0.652294854,1.876,16.07204621,33.11611869,,,,,,,,,
0.652415711,1.877,16.06293152,33.08125476,,,,,,,,,
0.652536484,1.878,16.05387381,33.04643422,,,,,,,,,
0.652657173,1.879,16.04487285,33.01165714,,,,,,,,,
0.652777778,1.88,16.03592838,32.97692352,,,,,,,,,
0.652898299,1.881,16.02704017,32.94223346,,,,,,,,,
0.653018737,1.882,16.01820798,32.90758696,,,,,,,,,
0.653139091,1.883,16.00943156,32.87298407,,,,,,,,,
0.653259362,1.884,16.00071067,32.83842481,,,,,,,,,
0.653379549,1.885,15.99204507,32.80390927,,,,,,,,,
0.653499653,1.886,15.98343453,32.76943742,,,,,,,,,
0.653619674,1.887,15.9748788,32.73500938,,,,,,,,,
0.653739612,1.888,15.96637763,32.70062511,,,,,,,,,
0.653859467,1.889,15.9579308,32.66628472,,,,,,,,,
0.653979239,1.89,15.94953806,32.63198817,,,,,,,,,
0.654098928,1.891,15.94119918,32.59773556,,,,,,,,,
0.654218534,1.892,15.9329139,32.56352691,,,,,,,,,
0.654338057,1.893,15.92468201,32.52936224,,,,,,,,,
0.654457498,1.894,15.91650326,32.49524161,,,,,,,,,
0.654576857,1.895,15.90837741,32.46116501,,,,,,,,,
0.654696133,1.896,15.90030422,32.42713253,,,,,,,,,
0.654815326,1.897,15.89228346,32.39314419,,,,,,,,,
0.654934438,1.898,15.88431489,32.35919997,,,,,,,,,
0.655053467,1.899,15.87639829,32.32529996,,,,,,,,,
0.655172414,1.9,15.8685334,32.29144421,,,,,,,,,
0.655291279,1.901,15.86072,32.25763268,,,,,,,,,
0.655410062,1.902,15.85295784,32.22386548,,,,,,,,,
0.655528763,1.903,15.84524671,32.19014257,,,,,,,,,
0.655647383,1.904,15.83758635,32.15646402,,,,,,,,,
0.655765921,1.905,15.82997655,32.12282986,,,,,,,,,
0.655884377,1.906,15.82241706,32.0892401,,,,,,,,,
0.656002752,1.907,15.81490765,32.05569482,,,,,,,,,
0.656121045,1.908,15.8074481,32.02219396,,,,,,,,,
0.656239257,1.909,15.80003816,31.98873763,,,,,,,,,
0.656357388,1.91,15.79267762,31.95532583,,,,,,,,,
0.656475438,1.911,15.78536623,31.92195857,,,,,,,,,
0.656593407,1.912,15.77810377,31.88863591,,,,,,,,,
0.656711294,1.913,15.77089,31.85535785,,,,,,,,,
0.656829101,1.914,15.7637247,31.82212439,,,,,,,,,
0.656946827,1.915,15.75660764,31.78893564,,,,,,,,,
0.657064472,1.916,15.74953858,31.75579156,,,,,,,,,
0.657182036,1.917,15.74251731,31.72269218,,,,,,,,,
0.65729952,1.918,15.7355436,31.68963754,,,,,,,,,
0.657416924,1.919,15.7286172,31.65662765,,,,,,,,,
0.657534247,1.92,15.72173791,31.62366255,,,,,,,,,
0.657651489,1.921,15.71490549,31.59074226,,,,,,,,,
0.657768652,1.922,15.70811972,31.55786677,,,,,,,,,
0.657885734,1.923,15.70138036,31.52503614,,,,,,,,,
0.658002736,1.924,15.69468721,31.49225039,,,,,,,,,
0.658119658,1.925,15.68804003,31.45950952,,,,,,,,,
0.6582365,1.926,15.68143859,31.42681355,,,,,,,,,
0.658353263,1.927,15.67488269,31.39416253,,,,,,,,,
0.658469945,1.928,15.66837209,31.36155645,,,,,,,,,
0.658586548,1.929,15.66190656,31.32899533,,,,,,,,,
0.658703072,1.93,15.65548589,31.29647922,,,,,,,,,
0.658819516,1.931,15.64910986,31.26400808,,,,,,,,,
0.65893588,1.932,15.64277825,31.23158201,,,,,,,,,
0.659052165,1.933,15.63649084,31.19920095,,,,,,,,,
0.659168371,1.934,15.6302474,31.16686497,,,,,,,,,
0.659284497,1.935,15.62404771,31.13457402,,,,,,,,,
0.659400545,1.936,15.61789157,31.10232822,,,,,,,,,
0.659516513,1.937,15.61177875,31.07012747,,,,,,,,,
0.659632403,1.938,15.60570903,31.03797188,,,,,,,,,
0.659748214,1.939,15.5996822,31.00586141,,,,,,,,,
0.659863946,1.94,15.59369803,30.9737961,,,,,,,,,
0.659979599,1.941,15.58775632,30.94177594,,,,,,,,,
0.660095173,1.942,15.58185685,30.90980097,,,,,,,,,
0.660210669,1.943,15.5759994,30.87787117,,,,,,,,,
0.660326087,1.944,15.57018375,30.84598659,,,,,,,,,
0.660441426,1.945,15.56440971,30.81414722,,,,,,,,,
0.660556687,1.946,15.55867705,30.78235307,,,,,,,,,
0.66067187,1.947,15.55298555,30.75060417,,,,,,,,,
0.660786974,1.948,15.54733502,30.71890051,,,,,,,,,
0.660902001,1.949,15.54172522,30.68724213,,,,,,,,,
0.661016949,1.95,15.53615597,30.65562897,,,,,,,,,
0.66113182,1.951,15.53062703,30.62406114,,,,,,,,,
0.661246612,1.952,15.52513822,30.59253856,,,,,,,,,
0.661361327,1.953,15.51968931,30.56106129,,,,,,,,,
0.661475965,1.954,15.51428009,30.52962931,,,,,,,,,
0.661590525,1.955,15.50891037,30.49824268,,,,,,,,,
0.661705007,1.956,15.50357992,30.46690132,,,,,,,,,
0.661819412,1.957,15.49828856,30.43560532,,,,,,,,,
0.661933739,1.958,15.49303605,30.40435464,,,,,,,,,
0.662047989,1.959,15.48782222,30.37314928,,,,,,,,,
0.662162162,1.96,15.48264684,30.34198931,,,,,,,,,
0.662276258,1.961,15.47750971,30.31087464,,,,,,,,,
0.662390277,1.962,15.47241063,30.27980535,,,,,,,,,
0.662504219,1.963,15.4673494,30.24878141,,,,,,,,,
0.662618084,1.964,15.46232581,30.21780284,,,,,,,,,
0.662731872,1.965,15.45733966,30.18686963,,,,,,,,,
0.662845583,1.966,15.45239075,30.15598181,,,,,,,,,
0.662959218,1.967,15.44747888,30.1251393,,,,,,,,,
0.663072776,1.968,15.44260385,30.09434223,,,,,,,,,
0.663186258,1.969,15.43776546,30.0635905,,,,,,,,,
0.663299663,1.97,15.4329635,30.03288415,,,,,,,,,
0.663412992,1.971,15.42819779,30.00222323,,,,,,,,,
0.663526245,1.972,15.42346813,29.9716076,,,,,,,,,
0.663639421,1.973,15.4187743,29.94103741,,,,,,,,,
0.663752522,1.974,15.41411613,29.91051259,,,,,,,,,
0.663865546,1.975,15.40949341,29.88003313,,,,,,,,,
0.663978495,1.976,15.40490595,29.84959906,,,,,,,,,
0.664091367,1.977,15.40035355,29.81921037,,,,,,,,,
0.664204164,1.978,15.39583603,29.78886706,,,,,,,,,
0.664316885,1.979,15.39135317,29.7585691,,,,,,,,,
0.66442953,1.98,15.3869048,29.72831653,,,,,,,,,
0.6645421,1.981,15.38249072,29.69810932,,,,,,,,,
0.664654594,1.982,15.37811074,29.66794747,,,,,,,,,
0.664767013,1.983,15.37376467,29.637831,,,,,,,,,
0.664879357,1.984,15.36945231,29.60775986,,,,,,,,,
0.664991625,1.985,15.36517348,29.57773409,,,,,,,,,
0.665103818,1.986,15.36092799,29.54775365,,,,,,,,,
0.665215936,1.987,15.35671565,29.51781858,,,,,,,,,
0.665327979,1.988,15.35253628,29.4879288,,,,,,,,,
0.665439946,1.989,15.34838967,29.45808437,,,,,,,,,
0.665551839,1.99,15.34427566,29.42828528,,,,,,,,,
0.665663658,1.991,15.34019405,29.3985315,,,,,,,,,
0.665775401,1.992,15.33614465,29.36882302,,,,,,,,,
0.66588707,1.993,15.33212729,29.33915983,,,,,,,,,
0.665998664,1.994,15.32814177,29.30954196,,,,,,,,,
0.666110184,1.995,15.32418792,29.27996937,,,,,,,,,
0.666221629,1.996,15.32026555,29.25044204,,,,,,,,,
0.666333,1.997,15.31637448,29.22095998,,,,,,,,,
0.666444296,1.998,15.31251453,29.19152317,,,,,,,,,
0.666555519,1.999,15.30868551,29.16213163,,,,,,,,,
0.666666667,2,15.30617204,29.13017001,,,,,,,,,
0.666777741,2.001,15.30643908,29.09513325,,,,,,,,,
0.666888741,2.002,15.30670583,29.06017579,,,,,,,,,
0.666999667,2.003,15.30697228,29.02529759,,,,,,,,,
0.667110519,2.004,15.30723842,28.9904985,,,,,,,,,
0.667221298,2.005,15.30750426,28.9557784,,,,,,,,,
0.667332003,2.006,15.30776979,28.92113725,,,,,,,,,
0.667442634,2.007,15.30803498,28.88657487,,,,,,,,,
0.667553191,2.008,15.30829987,28.85209118,,,,,,,,,
0.667663676,2.009,15.3085644,28.81768608,,,,,,,,,
0.667774086,2.01,15.30882862,28.78335944,,,,,,,,,
0.667884424,2.011,15.30909249,28.74911118,,,,,,,,,
0.667994688,2.012,15.30935601,28.71494116,,,,,,,,,
0.668104879,2.013,15.30961916,28.68084926,,,,,,,,,
0.668214997,2.014,15.30988197,28.64683542,,,,,,,,,
0.668325041,2.015,15.3101444,28.61289948,,,,,,,,,
0.668435013,2.016,15.31040646,28.57904134,,,,,,,,,
0.668544912,2.017,15.31066815,28.54526089,,,,,,,,,
0.668654738,2.018,15.31092943,28.51155801,,,,,,,,,
0.668764492,2.019,15.31119035,28.47793259,,,,,,,,,
0.668874172,2.02,15.31145084,28.44438451,,,,,,,,,
0.66898378,2.021,15.31171095,28.41091366,,,,,,,,,
0.669093316,2.022,15.31197064,28.37751993,,,,,,,,,
0.669202779,2.023,15.31222992,28.34420321,,,,,,,,,
0.669312169,2.024,15.31248876,28.31096336,,,,,,,,,
0.669421488,2.025,15.31274719,28.27780023,,,,,,,,,
0.669530734,2.026,15.31300517,28.24471381,,,,,,,,,
0.669639907,2.027,15.3132627,28.21170388,,,,,,,,,
0.669749009,2.028,15.3135198,28.17877035,,,,,,,,,
0.669858039,2.029,15.31377643,28.14591312,,,,,,,,,
0.669966997,2.03,15.31403259,28.11313205,,,,,,,,,
0.670075883,2.031,15.31428829,28.08042702,,,,,,,,,
0.670184697,2.032,15.3145435,28.04779792,,,,,,,,,
0.670293439,2.033,15.31479824,28.01524461,,,,,,,,,
0.670402109,2.034,15.31505248,27.982767,,,,,,,,,
0.670510708,2.035,15.31530622,27.95036495,,,,,,,,,
0.670619236,2.036,15.31555946,27.91803832,,,,,,,,,
0.670727692,2.037,15.31581218,27.88578702,,,,,,,,,
0.670836076,2.038,15.31606438,27.85361091,,,,,,,,,
0.67094439,2.039,15.31631605,27.82150984,,,,,,,,,
0.671052632,2.04,15.31656719,27.78948374,,,,,,,,,
0.671160802,2.041,15.31681779,27.75753241,,,,,,,,,
0.671268902,2.042,15.31706782,27.72565582,,,,,,,,,
0.671376931,2.043,15.31731731,27.69385379,,,,,,,,,
0.671484888,2.044,15.31756622,27.66212618,,,,,,,,,
0.671592775,2.045,15.31781456,27.63047287,,,,,,,,,
0.671700591,2.046,15.31806234,27.59889378,,,,,,,,,
0.671808336,2.047,15.3183095,27.56738872,,,,,,,,,
0.67191601,2.048,15.31855608,27.53595762,,,,,,,,,
0.672023614,2.049,15.31880205,27.50460026,,,,,,,,,
0.672131148,2.05,15.3190474,27.47331664,,,,,,,,,
0.67223861,2.051,15.31929214,27.44210653,,,,,,,,,
0.672346003,2.052,15.31953625,27.41096985,,,,,,,,,
0.672453325,2.053,15.31977971,27.37990643,,,,,,,,,
0.672560576,2.054,15.32002253,27.34891621,,,,,,,,,
0.672667758,2.055,15.32026469,27.31799897,,,,,,,,,
0.672774869,2.056,15.3205062,27.28715465,,,,,,,,,
0.67288191,2.057,15.32074703,27.25638308,,,,,,,,,
0.672988882,2.058,15.32098717,27.22568414,,,,,,,,,
0.673095783,2.059,15.32122664,27.1950577,,,,,,,,,
0.673202614,2.06,15.3214654,27.16450366,,,,,,,,,
0.673309376,2.061,15.32170346,27.13402181,,,,,,,,,
0.673416068,2.062,15.3219408,27.10361209,,,,,,,,,
0.67352269,2.063,15.32217741,27.07327433,,,,,,,,,
0.673629243,2.064,15.32241329,27.04300839,,,,,,,,,
0.673735726,2.065,15.32264844,27.0128142,,,,,,,,,
0.67384214,2.066,15.32288282,26.98269152,,,,,,,,,
0.673948484,2.067,15.32311645,26.95264033,,,,,,,,,
0.674054759,2.068,15.32334931,26.9226604,,,,,,,,,
0.674160964,2.069,15.32358139,26.89275164,,,,,,,,,
0.674267101,2.07,15.32381268,26.86291392,,,,,,,,,
0.674373168,2.071,15.32404316,26.83314709,,,,,,,,,
0.674479167,2.072,15.32427285,26.80345103,,,,,,,,,
0.674585096,2.073,15.32450171,26.77382556,,,,,,,,,
0.674690956,2.074,15.32472974,26.74427061,,,,,,,,,
0.674796748,2.075,15.32495695,26.71478599,,,,,,,,,
0.674902471,2.076,15.3251833,26.68537157,,,,,,,,,
0.675008125,2.077,15.32540879,26.65602727,,,,,,,,,
0.67511371,2.078,15.32563341,26.62675285,,,,,,,,,
0.675219227,2.079,15.32585717,26.59754827,,,,,,,,,
0.675324675,2.08,15.32608002,26.56841332,,,,,,,,,
0.675430055,2.081,15.32630198,26.53934793,,,,,,,,,
0.675535367,2.082,15.32652304,26.5103519,,,,,,,,,
0.67564061,2.083,15.32674317,26.48142511,,,,,,,,,
0.675745785,2.084,15.32696237,26.45256745,,,,,,,,,
0.675850891,2.085,15.32718063,26.42377874,,,,,,,,,
0.67595593,2.086,15.32739794,26.39505887,,,,,,,,,
0.676060901,2.087,15.3276143,26.36640769,,,,,,,,,
0.676165803,2.088,15.32782967,26.33782505,,,,,,,,,
0.676270638,2.089,15.32804407,26.3093108,,,,,,,,,
0.676375405,2.09,15.32825746,26.28086487,,,,,,,,,
0.676480104,2.091,15.32846985,26.25248701,,,,,,,,,
0.676584735,2.092,15.32868122,26.22417719,,,,,,,,,
0.676689298,2.093,15.32889156,26.19593517,,,,,,,,,
0.676793794,2.094,15.32910087,26.16776088,,,,,,,,,
0.676898223,2.095,15.32930912,26.13965415,,,,,,,,,
0.677002584,2.096,15.3295163,26.11161484,,,,,,,,,
0.677106878,2.097,15.32972241,26.08364281,,,,,,,,,
0.677211104,2.098,15.32992744,26.05573793,,,,,,,,,
0.677315263,2.099,15.33013136,26.02790002,,,,,,,,,
0.677419355,2.1,15.33033418,26.00012901,,,,,,,,,
0.67752338,2.101,15.33053587,25.97242465,,,,,,,,,
0.677627337,2.102,15.33073642,25.9447869,,,,,,,,,
0.677731228,2.103,15.33093583,25.91721558,,,,,,,,,
0.677835052,2.104,15.33113407,25.88971051,,,,,,,,,
0.677938808,2.105,15.33133114,25.86227161,,,,,,,,,
0.678042498,2.106,15.33152703,25.83489871,,,,,,,,,
0.678146122,2.107,15.33172172,25.80759164,,,,,,,,,
0.678249678,2.108,15.3319152,25.78035029,,,,,,,,,
0.678353168,2.109,15.33210746,25.7531745,,,,,,,,,
0.678456592,2.11,15.33229847,25.72606415,,,,,,,,,
0.678559949,2.111,15.33248824,25.69901906,,,,,,,,,
0.678663239,2.112,15.33267674,25.67203912,,,,,,,,,
0.678766463,2.113,15.33286398,25.64512414,,,,,,,,,
0.678869621,2.114,15.3330499,25.61827405,,,,,,,,,
0.678972713,2.115,15.33323455,25.59148862,,,,,,,,,
0.679075738,2.116,15.33341786,25.56476775,,,,,,,,,
0.679178697,2.117,15.33359985,25.53811133,,,,,,,,,
0.679281591,2.118,15.33378048,25.51151911,,,,,,,,,
0.679384418,2.119,15.33395977,25.48499108,,,,,,,,,
0.679487179,2.12,15.33413768,25.45852699,,,,,,,,,
0.679589875,2.121,15.33431419,25.43212673,,,,,,,,,
0.679692505,2.122,15.33448932,25.40579016,,,,,,,,,
0.679795069,2.123,15.33466302,25.37951714,,,,,,,,,
0.679897567,2.124,15.3348353,25.35330749,,,,,,,,,
0.68,2.125,15.33500613,25.32716113,,,,,,,,,
0.680102367,2.126,15.3351755,25.30107782,,,,,,,,,
0.680204669,2.127,15.3353434,25.27505751,,,,,,,,,
0.680306905,2.128,15.3355098,25.2491,,,,,,,,,
0.680409076,2.129,15.33567469,25.22320513,,,,,,,,,
0.680511182,2.13,15.33583808,25.19737282,,,,,,,,,
0.680613223,2.131,15.33599992,25.17160285,,,,,,,,,
0.680715198,2.132,15.33616022,25.14589511,,,,,,,,,
0.680817108,2.133,15.33631894,25.12024948,,,,,,,,,
0.680918953,2.134,15.33647609,25.09466575,,,,,,,,,
0.681020734,2.135,15.33663164,25.0691438,,,,,,,,,
0.681122449,2.136,15.33678557,25.04368354,,,,,,,,,
0.681224099,2.137,15.33693787,25.01828474,,,,,,,,,
0.681325685,2.138,15.33708853,24.9929473,,,,,,,,,
0.681427206,2.139,15.33723752,24.96767105,,,,,,,,,
0.681528662,2.14,15.33738484,24.94245584,,,,,,,,,
0.681630054,2.141,15.33753046,24.91730157,,,,,,,,,
0.681731381,2.142,15.33767436,24.89220804,,,,,,,,,
0.681832644,2.143,15.33781654,24.86717513,,,,,,,,,
0.681933842,2.144,15.33795697,24.84220269,,,,,,,,,
0.682034976,2.145,15.33809563,24.81729058,,,,,,,,,
0.682136046,2.146,15.33823252,24.79243863,,,,,,,,,
0.682237051,2.147,15.3383676,24.76764672,,,,,,,,,
0.682337992,2.148,15.33850087,24.74291465,,,,,,,,,
0.682438869,2.149,15.33863232,24.71824237,,,,,,,,,
0.682539683,2.15,15.33876189,24.69362963,,,,,,,,,
0.682640432,2.151,15.33888962,24.66907635,,,,,,,,,
0.682741117,2.152,15.33901544,24.64458235,,,,,,,,,
0.682841738,2.153,15.33913937,24.6201475,,,,,,,,,
0.682942295,2.154,15.33926136,24.59577165,,,,,,,,,
0.683042789,2.155,15.33938142,24.57145465,,,,,,,,,
0.683143219,2.156,15.33949951,24.54719635,,,,,,,,,
0.683243586,2.157,15.33961563,24.5229966,,,,,,,,,
0.683343889,2.158,15.33972974,24.49885528,,,,,,,,,
0.683444128,2.159,15.33984184,24.4747722,,,,,,,,,
0.683544304,2.16,15.33995189,24.45074724,,,,,,,,,
0.683644416,2.161,15.34005989,24.42678024,,,,,,,,,
0.683744466,2.162,15.34016581,24.40287109,,,,,,,,,
0.683844451,2.163,15.34026964,24.37901959,,,,,,,,,
0.683944374,2.164,15.34037135,24.35522561,,,,,,,,,
0.684044234,2.165,15.34047093,24.33148901,,,,,,,,,
0.68414403,2.166,15.34056834,24.30780968,,,,,,,,,
0.684243764,2.167,15.34066358,24.28418739,,,,,,,,,
0.684343434,2.168,15.34075663,24.26062206,,,,,,,,,
0.684443042,2.169,15.34084745,24.23711351,,,,,,,,,
0.684542587,2.17,15.34093603,24.21366165,,,,,,,,,
0.684642069,2.171,15.34102235,24.19026623,,,,,,,,,
0.684741488,2.172,15.34110639,24.16692716,,,,,,,,,
0.684840845,2.173,15.34118813,24.14364435,,,,,,,,,
0.684940139,2.174,15.34126754,24.12041756,,,,,,,,,
0.68503937,2.175,15.34134462,24.09724669,,,,,,,,,
0.685138539,2.176,15.34141931,24.07413158,,,,,,,,,
0.685237646,2.177,15.34149162,24.05107211,,,,,,,,,
0.68533669,2.178,15.34156152,24.02806808,,,,,,,,,
0.685435672,2.179,15.34162898,24.00511939,,,,,,,,,
0.685534591,2.18,15.34169398,23.98222588,,,,,,,,,
0.685633449,2.181,15.34175652,23.95938741,,,,,,,,,
0.685732244,2.182,15.34181654,23.93660381,,,,,,,,,
0.685830977,2.183,15.34187403,23.91387498,,,,,,,,,
0.685929648,2.184,15.34192898,23.89120072,,,,,,,,,
0.686028257,2.185,15.34198135,23.86858089,,,,,,,,,
0.686126805,2.186,15.34203113,23.84601541,,,,,,,,,
0.68622529,2.187,15.34207829,23.82350405,,,,,,,,,
0.686323714,2.188,15.3421228,23.80104673,,,,,,,,,
0.686422076,2.189,15.34216464,23.77864325,,,,,,,,,
0.686520376,2.19,15.34220379,23.7562935,,,,,,,,,
0.686618615,2.191,15.34224023,23.73399731,,,,,,,,,
0.686716792,2.192,15.34227392,23.71175458,,,,,,,,,
0.686814908,2.193,15.34230485,23.68956511,,,,,,,,,
0.686912962,2.194,15.34233298,23.66742878,,,,,,,,,
0.687010955,2.195,15.34235829,23.64534544,,,,,,,,,
0.687108886,2.196,15.34238076,23.62331495,,,,,,,,,
0.687206756,2.197,15.34240036,23.60133717,,,,,,,,,
0.687304565,2.198,15.34241707,23.57941195,,,,,,,,,
0.687402313,2.199,15.34243085,23.55753915,,,,,,,,,
0.6875,2.2,15.34244169,23.53571858,,,,,,,,,
0.687597626,2.201,15.34244955,23.51395017,,,,,,,,,
0.687695191,2.202,15.34245441,23.49223372,,,,,,,,,
0.687792694,2.203,15.34245625,23.47056912,,,,,,,,,
0.687890137,2.204,15.34245502,23.44895621,,,,,,,,,
0.68798752,2.205,15.34245072,23.42739482,,,,,,,,,
0.688084841,2.206,15.34244331,23.40588485,,,,,,,,,
0.688182102,2.207,15.34243275,23.38442616,,,,,,,,,
0.688279302,2.208,15.34241903,23.36301855,,,,,,,,,
0.688376441,2.209,15.34240212,23.34166194,,,,,,,,,
0.68847352,2.21,15.34238198,23.32035613,,,,,,,,,
0.688570539,2.211,15.34235858,23.29910102,,,,,,,,,
0.688667497,2.212,15.34233191,23.27789647,,,,,,,,,
0.688764395,2.213,15.34230194,23.25674228,,,,,,,,,
0.688861232,2.214,15.34226861,23.23563837,,,,,,,,,
0.688958009,2.215,15.34223192,23.21458453,,,,,,,,,
0.689054726,2.216,15.34219182,23.19358074,,,,,,,,,
0.689151383,2.217,15.34214831,23.17262669,,,,,,,,,
0.68924798,2.218,15.34210133,23.15172239,,,,,,,,,
0.689344517,2.219,15.34205086,23.1308676,,,,,,,,,
0.689440994,2.22,15.34199688,23.11006221,,,,,,,,,
0.689537411,2.221,15.34193933,23.08930606,,,,,,,,,
0.689633768,2.222,15.3418782,23.06859907,,,,,,,,,
0.689730065,2.223,15.34181346,23.04794103,,,,,,,,,
0.689826303,2.224,15.34174508,23.02733183,,,,,,,,,
0.689922481,2.225,15.34167301,23.00677131,,,,,,,,,
0.690018599,2.226,15.34159724,22.98625935,,,,,,,,,
